"","trial_num","prob_same","time_taken","response","correct","switch","target","previous_actual_response_was_switch","previous_actual_response_was_not_switch","previous_target_response_was_switch","previous_target_response_was_not_switch","previous_response_was_error","previous_response_was_not_error","number_of_same_preceeding","number_of_different_preceeding"
"84",2,0.8,842,0,1,0,0,0,0,0,0,0,0,0,0
"85",2,0.8,846,0,1,0,0,0,0,0,0,0,0,0,0
"86",2,0.8,708,0,1,0,0,0,0,0,0,0,0,0,0
"87",2,0.8,767,0,1,0,0,0,0,0,0,0,0,0,0
"88",2,0.8,755,0,1,0,0,0,0,0,0,0,0,0,0
"89",2,0.8,747,0,1,0,0,0,0,0,0,0,0,0,0
"90",2,0.8,754,0,1,0,0,0,0,0,0,0,0,0,0
"91",2,0.8,674,0,1,0,0,0,0,0,0,0,0,0,0
"92",2,0.8,707,0,1,0,0,0,0,0,0,0,0,0,0
"93",2,0.8,685,0,0,1,1,0,0,0,0,0,0,0,0
"94",2,0.8,718,0,0,0,1,0,0,0,0,0,0,0,0
"95",2,0.8,1001,1,1,0,1,0,0,0,0,0,0,0,0
"96",2,0.8,2291,0,1,1,0,0,0,0,0,0,0,0,0
"97",2,0.8,897,0,1,0,0,0,0,0,0,0,0,0,0
"98",2,0.8,1059,0,1,0,0,0,0,0,0,0,0,0,0
"99",2,0.8,712,0,1,0,0,0,0,0,0,0,0,0,0
"100",2,0.8,688,0,0,1,1,0,0,0,0,0,0,0,0
"101",2,0.8,798,1,1,0,1,0,0,0,0,0,0,0,0
"102",2,0.8,687,1,1,0,1,0,0,0,0,0,0,0,0
"103",2,0.8,684,1,1,0,1,0,0,0,0,0,0,0,0
"104",2,0.8,714,1,1,0,1,0,0,0,0,0,0,0,0
"105",2,0.8,739,1,1,0,1,0,0,0,0,0,0,0,0
"106",2,0.8,699,1,1,0,1,0,0,0,0,0,0,0,0
"107",2,0.8,711,1,1,0,1,0,0,0,0,0,0,0,0
"108",2,0.8,612,1,1,0,1,0,0,0,0,0,0,0,0
"109",2,0.8,980,0,1,1,0,0,0,0,0,0,0,0,0
"110",2,0.8,950,0,1,0,0,0,0,0,0,0,0,0,0
"111",2,0.8,690,0,0,1,1,0,0,0,0,0,0,0,0
"112",2,0.8,946,1,1,0,1,0,0,0,0,0,0,0,0
"113",2,0.8,734,1,1,0,1,0,0,0,0,0,0,0,0
"114",2,0.8,716,1,1,0,1,0,0,0,0,0,0,0,0
"115",2,0.8,765,1,1,0,1,0,0,0,0,0,0,0,0
"116",2,0.8,717,1,1,0,1,0,0,0,0,0,0,0,0
"117",2,0.8,708,1,1,0,1,0,0,0,0,0,0,0,0
"118",2,0.8,668,1,1,0,1,0,0,0,0,0,0,0,0
"119",2,0.8,674,1,1,0,1,0,0,0,0,0,0,0,0
"120",2,0.8,631,1,1,0,1,0,0,0,0,0,0,0,0
"121",2,0.8,1295,0,1,1,0,0,0,0,0,0,0,0,0
"122",2,0.8,1108,0,1,0,0,0,0,0,0,0,0,0,0
"123",2,0.8,936,1,1,1,1,0,0,0,0,0,0,0,0
"124",2,0.8,753,1,1,0,1,0,0,0,0,0,0,0,0
"125",2,0.8,644,1,1,0,1,0,0,0,0,0,0,0,0
"126",2,0.8,683,1,1,0,1,0,0,0,0,0,0,0,0
"127",2,0.8,615,1,1,0,1,0,0,0,0,0,0,0,0
"128",2,0.8,576,1,1,0,1,0,0,0,0,0,0,0,0
"129",2,0.8,582,1,1,0,1,0,0,0,0,0,0,0,0
"130",2,0.8,564,1,1,0,1,0,0,0,0,0,0,0,0
"131",2,0.8,613,1,1,0,1,0,0,0,0,0,0,0,0
"132",2,0.8,966,0,1,1,0,0,0,0,0,0,0,0,0
"133",2,0.8,785,0,1,0,0,0,0,0,0,0,0,0,0
"134",2,0.8,915,1,1,1,1,0,0,0,0,0,0,0,0
"135",2,0.8,683,1,1,0,1,0,0,0,0,0,0,0,0
"136",2,0.8,655,1,1,0,1,0,0,0,0,0,0,0,0
"137",2,0.8,646,1,1,0,1,0,0,0,0,0,0,0,0
"138",2,0.8,750,0,1,1,0,0,0,0,0,0,0,0,0
"139",2,0.8,871,0,1,0,0,0,0,0,0,0,0,0,0
"140",2,0.8,701,0,1,0,0,0,0,0,0,0,0,0,0
"141",2,0.8,762,0,1,0,0,0,0,0,0,0,0,0,0
"142",2,0.8,832,0,1,0,0,0,0,0,0,0,0,0,0
"143",2,0.8,822,0,1,0,0,0,0,0,0,0,0,0,0
"144",3,0.6,3148,0,1,1,0,0,0,0,0,0,0,0,0
"145",3,0.6,777,0,1,0,0,0,0,0,0,0,0,0,0
"146",3,0.6,689,0,1,0,0,0,0,0,0,0,0,0,0
"147",3,0.6,720,0,1,0,0,0,0,0,0,0,0,0,0
"148",3,0.6,968,0,1,0,0,0,0,0,0,0,0,0,0
"149",3,0.6,902,0,1,0,0,0,0,0,0,0,0,0,0
"150",3,0.6,733,0,1,0,0,0,0,0,0,0,0,0,0
"151",3,0.6,763,0,1,0,0,0,0,0,0,0,0,0,0
"152",3,0.6,1156,1,1,1,1,0,0,0,0,0,0,0,0
"153",3,0.6,1140,1,1,0,1,0,0,0,0,0,0,0,0
"154",3,0.6,615,1,1,0,1,0,0,0,0,0,0,0,0
"155",3,0.6,636,1,1,0,1,0,0,0,0,0,0,0,0
"156",3,0.6,853,0,1,1,0,0,0,0,0,0,0,0,0
"157",3,0.6,952,0,1,0,0,0,0,0,0,0,0,0,0
"158",3,0.6,1101,0,1,0,0,0,0,0,0,0,0,0,0
"159",3,0.6,912,0,1,0,0,0,0,0,0,0,0,0,0
"160",3,0.6,691,0,0,1,1,0,0,0,0,0,0,0,0
"161",3,0.6,1632,0,1,1,0,0,0,0,0,0,0,0,0
"162",3,0.6,795,0,0,1,1,0,0,0,0,0,0,0,0
"163",3,0.6,747,1,1,0,1,0,0,0,0,0,0,0,0
"164",3,0.6,665,1,1,0,1,0,0,0,0,0,0,0,0
"165",3,0.6,584,1,1,0,1,0,0,0,0,0,0,0,0
"166",3,0.6,517,1,1,0,1,0,0,0,0,0,0,0,0
"167",3,0.6,567,1,1,0,1,0,0,0,0,0,0,0,0
"168",3,0.6,493,1,1,0,1,0,0,0,0,0,0,0,0
"169",3,0.6,508,1,1,0,1,0,0,0,0,0,0,0,0
"170",3,0.6,516,1,0,1,0,0,0,0,0,0,0,0,0
"171",3,0.6,674,0,0,1,1,0,0,0,0,0,0,0,0
"172",3,0.6,2800,0,1,1,0,0,0,0,0,0,0,0,0
"173",3,0.6,1252,0,1,0,0,0,0,0,0,0,0,0,0
"174",3,0.6,990,0,1,0,0,0,0,0,0,0,0,0,0
"175",3,0.6,1210,1,1,1,1,0,0,0,0,0,0,0,0
"176",3,0.6,723,1,1,0,1,0,0,0,0,0,0,0,0
"177",3,0.6,547,1,1,0,1,0,0,0,0,0,0,0,0
"178",3,0.6,545,1,1,0,1,0,0,0,0,0,0,0,0
"179",3,0.6,525,1,1,0,1,0,0,0,0,0,0,0,0
"180",3,0.6,886,1,1,0,1,0,0,0,0,0,0,0,0
"181",3,0.6,606,1,1,0,1,0,0,0,0,0,0,0,0
"182",3,0.6,616,1,1,0,1,0,0,0,0,0,0,0,0
"183",3,0.6,1166,0,1,1,0,0,0,0,0,0,0,0,0
"184",3,0.6,1191,1,0,0,0,0,0,0,0,0,0,0,0
"185",3,0.6,934,0,0,1,1,0,0,0,0,0,0,0,0
"186",3,0.6,3805,1,0,1,0,0,0,0,0,0,0,0,0
"187",3,0.6,860,1,1,1,1,0,0,0,0,0,0,0,0
"188",3,0.6,907,0,1,1,0,0,0,0,0,0,0,0,0
"189",3,0.6,1159,1,1,1,1,0,0,0,0,0,0,0,0
"190",3,0.6,694,1,1,0,1,0,0,0,0,0,0,0,0
"191",3,0.6,544,1,1,0,1,0,0,0,0,0,0,0,0
"192",3,0.6,536,1,1,0,1,0,0,0,0,0,0,0,0
"193",3,0.6,545,1,1,0,1,0,0,0,0,0,0,0,0
"194",3,0.6,817,0,1,1,0,0,0,0,0,0,0,0,0
"195",3,0.6,1054,1,0,0,0,0,0,0,0,0,0,0,0
"196",3,0.6,996,0,1,0,0,0,0,0,0,0,0,0,0
"197",3,0.6,614,0,0,1,1,0,0,0,0,0,0,0,0
"198",3,0.6,736,1,1,0,1,0,0,0,0,0,0,0,0
"199",3,0.6,2546,1,1,0,1,0,0,0,0,0,0,0,0
"200",3,0.6,815,0,1,1,0,0,0,0,0,0,0,0,0
"201",3,0.6,1667,0,1,0,0,0,0,0,0,0,0,0,0
"202",3,0.6,965,1,1,1,1,0,0,0,0,0,0,0,0
"203",3,0.6,1260,0,1,1,0,0,0,0,0,0,0,0,0
"204",4,0.8,2164,1,1,1,1,0,0,0,0,0,0,0,0
"205",4,0.8,820,0,1,1,0,0,0,0,0,0,0,0,0
"206",4,0.8,934,0,1,0,0,0,0,0,0,0,0,0,0
"207",4,0.8,698,0,1,0,0,0,0,0,0,0,0,0,0
"208",4,0.8,657,0,1,0,0,0,0,0,0,0,0,0,0
"209",4,0.8,650,0,1,0,0,0,0,0,0,0,0,0,0
"210",4,0.8,788,0,1,0,0,0,0,0,0,0,0,0,0
"211",4,0.8,986,1,1,1,1,0,0,0,0,0,0,0,0
"212",4,0.8,951,0,1,1,0,0,0,0,0,0,0,0,0
"213",4,0.8,1251,0,1,0,0,0,0,0,0,0,0,0,0
"214",4,0.8,1007,1,1,1,1,0,0,0,0,0,0,0,0
"215",4,0.8,2789,0,1,1,0,0,0,0,0,0,0,0,0
"216",4,0.8,787,0,1,0,0,0,0,0,0,0,0,0,0
"217",4,0.8,666,0,1,0,0,0,0,0,0,0,0,0,0
"218",4,0.8,755,0,1,0,0,0,0,0,0,0,0,0,0
"219",4,0.8,669,0,0,1,1,0,0,0,0,0,0,0,0
"220",4,0.8,630,1,1,0,1,0,0,0,0,0,0,0,0
"221",4,0.8,677,1,1,0,1,0,0,0,0,0,0,0,0
"222",4,0.8,787,0,1,1,0,0,0,0,0,0,0,0,0
"223",4,0.8,931,0,1,0,0,0,0,0,0,0,0,0,0
"224",4,0.8,1211,0,1,0,0,0,0,0,0,0,0,0,0
"225",4,0.8,795,0,1,0,0,0,0,0,0,0,0,0,0
"226",4,0.8,784,0,1,0,0,0,0,0,0,0,0,0,0
"227",4,0.8,1011,1,1,1,1,0,0,0,0,0,0,0,0
"228",4,0.8,851,1,1,0,1,0,0,0,0,0,0,0,0
"229",4,0.8,796,1,1,0,1,0,0,0,0,0,0,0,0
"230",4,0.8,704,1,1,0,1,0,0,0,0,0,0,0,0
"231",4,0.8,754,1,1,0,1,0,0,0,0,0,0,0,0
"232",4,0.8,612,1,1,0,1,0,0,0,0,0,0,0,0
"233",4,0.8,564,1,1,0,1,0,0,0,0,0,0,0,0
"234",4,0.8,618,1,1,0,1,0,0,0,0,0,0,0,0
"235",4,0.8,601,1,1,0,1,0,0,0,0,0,0,0,0
"236",4,0.8,633,1,1,0,1,0,0,0,0,0,0,0,0
"237",4,0.8,608,1,1,0,1,0,0,0,0,0,0,0,0
"238",4,0.8,574,1,1,0,1,0,0,0,0,0,0,0,0
"239",4,0.8,610,1,1,0,1,0,0,0,0,0,0,0,0
"240",4,0.8,614,1,1,0,1,0,0,0,0,0,0,0,0
"241",4,0.8,597,1,1,0,1,0,0,0,0,0,0,0,0
"242",4,0.8,599,1,1,0,1,0,0,0,0,0,0,0,0
"243",4,0.8,566,1,1,0,1,0,0,0,0,0,0,0,0
"244",4,0.8,570,1,1,0,1,0,0,0,0,0,0,0,0
"245",4,0.8,552,1,1,0,1,0,0,0,0,0,0,0,0
"246",4,0.8,543,1,1,0,1,0,0,0,0,0,0,0,0
"247",4,0.8,522,1,1,0,1,0,0,0,0,0,0,0,0
"248",4,0.8,523,1,1,0,1,0,0,0,0,0,0,0,0
"249",4,0.8,571,1,1,0,1,0,0,0,0,0,0,0,0
"250",4,0.8,529,1,1,0,1,0,0,0,0,0,0,0,0
"251",4,0.8,488,1,1,0,1,0,0,0,0,0,0,0,0
"252",4,0.8,515,1,1,0,1,0,0,0,0,0,0,0,0
"253",4,0.8,470,1,1,0,1,0,0,0,0,0,0,0,0
"254",4,0.8,536,1,1,0,1,0,0,0,0,0,0,0,0
"255",4,0.8,470,1,1,0,1,0,0,0,0,0,0,0,0
"256",4,0.8,514,1,1,0,1,0,0,0,0,0,0,0,0
"257",4,0.8,528,1,1,0,1,0,0,0,0,0,0,0,0
"258",4,0.8,487,1,1,0,1,0,0,0,0,0,0,0,0
"259",4,0.8,513,1,1,0,1,0,0,0,0,0,0,0,0
"260",4,0.8,485,1,1,0,1,0,0,0,0,0,0,0,0
"261",4,0.8,485,1,1,0,1,0,0,0,0,0,0,0,0
"262",4,0.8,553,1,1,0,1,0,0,0,0,0,0,0,0
"263",4,0.8,458,1,0,1,0,0,0,0,0,0,0,0,0
"264",4,0.8,570,0,0,1,1,0,0,0,0,0,0,0,0
"265",4,0.8,870,1,1,0,1,0,0,0,0,0,0,0,0
"266",4,0.8,1233,0,1,1,0,0,0,0,0,0,0,0,0
"267",4,0.8,1527,0,1,0,0,0,0,0,0,0,0,0,0
"268",4,0.8,833,0,1,0,0,0,0,0,0,0,0,0,0
"269",4,0.8,895,1,1,1,1,0,0,0,0,0,0,0,0
"270",4,0.8,614,1,1,0,1,0,0,0,0,0,0,0,0
"271",4,0.8,529,1,1,0,1,0,0,0,0,0,0,0,0
"272",4,0.8,509,1,1,0,1,0,0,0,0,0,0,0,0
"273",4,0.8,530,1,1,0,1,0,0,0,0,0,0,0,0
"274",4,0.8,494,1,1,0,1,0,0,0,0,0,0,0,0
"275",4,0.8,460,1,1,0,1,0,0,0,0,0,0,0,0
"276",4,0.8,742,0,1,1,0,0,0,0,0,0,0,0,0
"277",4,0.8,793,0,0,1,1,0,0,0,0,0,0,0,0
"278",4,0.8,1023,0,1,1,0,0,0,0,0,0,0,0,0
"279",4,0.8,871,0,1,0,0,0,0,0,0,0,0,0,0
"280",4,0.8,931,0,1,0,0,0,0,0,0,0,0,0,0
"281",4,0.8,917,0,1,0,0,0,0,0,0,0,0,0,0
"282",5,0.9,726,1,1,0,1,0,0,0,0,0,0,0,0
"283",5,0.9,764,0,1,1,0,0,0,0,0,0,0,0,0
"284",5,0.9,943,0,1,0,0,0,0,0,0,0,0,0,0
"285",5,0.9,682,0,1,0,0,0,0,0,0,0,0,0,0
"286",5,0.9,718,0,1,0,0,0,0,0,0,0,0,0,0
"287",5,0.9,667,0,1,0,0,0,0,0,0,0,0,0,0
"288",5,0.9,694,0,1,0,0,0,0,0,0,0,0,0,0
"289",5,0.9,664,0,1,0,0,0,0,0,0,0,0,0,0
"290",5,0.9,652,0,1,0,0,0,0,0,0,0,0,0,0
"291",5,0.9,846,1,1,1,1,0,0,0,0,0,0,0,0
"292",5,0.9,616,1,1,0,1,0,0,0,0,0,0,0,0
"293",5,0.9,568,1,1,0,1,0,0,0,0,0,0,0,0
"294",5,0.9,518,1,1,0,1,0,0,0,0,0,0,0,0
"295",5,0.9,496,1,1,0,1,0,0,0,0,0,0,0,0
"296",5,0.9,499,1,1,0,1,0,0,0,0,0,0,0,0
"297",5,0.9,479,1,1,0,1,0,0,0,0,0,0,0,0
"298",5,0.9,470,1,1,0,1,0,0,0,0,0,0,0,0
"299",5,0.9,441,1,0,1,0,0,0,0,0,0,0,0,0
"300",5,0.9,1521,0,1,0,0,0,0,0,0,0,0,0,0
"301",5,0.9,822,0,1,0,0,0,0,0,0,0,0,0,0
"302",5,0.9,759,0,1,0,0,0,0,0,0,0,0,0,0
"303",5,0.9,689,0,1,0,0,0,0,0,0,0,0,0,0
"304",5,0.9,718,0,1,0,0,0,0,0,0,0,0,0,0
"305",5,0.9,688,0,1,0,0,0,0,0,0,0,0,0,0
"306",5,0.9,749,0,1,0,0,0,0,0,0,0,0,0,0
"307",5,0.9,661,0,0,1,1,0,0,0,0,0,0,0,0
"308",5,0.9,664,1,1,0,1,0,0,0,0,0,0,0,0
"309",5,0.9,604,1,1,0,1,0,0,0,0,0,0,0,0
"310",5,0.9,488,1,1,0,1,0,0,0,0,0,0,0,0
"311",5,0.9,511,1,1,0,1,0,0,0,0,0,0,0,0
"312",5,0.9,480,1,1,0,1,0,0,0,0,0,0,0,0
"313",5,0.9,471,1,1,0,1,0,0,0,0,0,0,0,0
"314",5,0.9,514,1,1,0,1,0,0,0,0,0,0,0,0
"315",5,0.9,490,1,1,0,1,0,0,0,0,0,0,0,0
"316",5,0.9,464,1,1,0,1,0,0,0,0,0,0,0,0
"317",5,0.9,490,1,1,0,1,0,0,0,0,0,0,0,0
"318",5,0.9,449,1,1,0,1,0,0,0,0,0,0,0,0
"319",5,0.9,478,1,1,0,1,0,0,0,0,0,0,0,0
"320",5,0.9,571,1,1,0,1,0,0,0,0,0,0,0,0
"321",5,0.9,518,1,1,0,1,0,0,0,0,0,0,0,0
"322",5,0.9,462,1,1,0,1,0,0,0,0,0,0,0,0
"323",5,0.9,456,1,1,0,1,0,0,0,0,0,0,0,0
"324",5,0.9,482,1,1,0,1,0,0,0,0,0,0,0,0
"325",5,0.9,496,1,1,0,1,0,0,0,0,0,0,0,0
"326",5,0.9,495,1,1,0,1,0,0,0,0,0,0,0,0
"327",5,0.9,483,1,1,0,1,0,0,0,0,0,0,0,0
"328",5,0.9,502,1,1,0,1,0,0,0,0,0,0,0,0
"329",5,0.9,495,1,1,0,1,0,0,0,0,0,0,0,0
"330",5,0.9,523,1,1,0,1,0,0,0,0,0,0,0,0
"331",5,0.9,480,1,1,0,1,0,0,0,0,0,0,0,0
"332",5,0.9,487,1,1,0,1,0,0,0,0,0,0,0,0
"333",5,0.9,480,1,1,0,1,0,0,0,0,0,0,0,0
"334",5,0.9,466,1,1,0,1,0,0,0,0,0,0,0,0
"335",5,0.9,535,1,1,0,1,0,0,0,0,0,0,0,0
"336",5,0.9,518,1,1,0,1,0,0,0,0,0,0,0,0
"337",5,0.9,482,1,1,0,1,0,0,0,0,0,0,0,0
"338",5,0.9,454,1,1,0,1,0,0,0,0,0,0,0,0
"339",5,0.9,494,1,1,0,1,0,0,0,0,0,0,0,0
"340",5,0.9,468,1,1,0,1,0,0,0,0,0,0,0,0
"341",5,0.9,432,1,1,0,1,0,0,0,0,0,0,0,0
"342",5,0.9,473,1,1,0,1,0,0,0,0,0,0,0,0
"343",5,0.9,450,1,1,0,1,0,0,0,0,0,0,0,0
"344",5,0.9,428,1,1,0,1,0,0,0,0,0,0,0,0
"345",5,0.9,437,1,0,1,0,0,0,0,0,0,0,0,0
"346",5,0.9,1609,0,1,0,0,0,0,0,0,0,0,0,0
"347",5,0.9,736,0,1,0,0,0,0,0,0,0,0,0,0
"348",5,0.9,625,0,1,0,0,0,0,0,0,0,0,0,0
"349",5,0.9,560,0,1,0,0,0,0,0,0,0,0,0,0
"350",5,0.9,581,0,1,0,0,0,0,0,0,0,0,0,0
"351",5,0.9,602,0,1,0,0,0,0,0,0,0,0,0,0
"352",5,0.9,571,0,1,0,0,0,0,0,0,0,0,0,0
"353",5,0.9,546,0,0,1,1,0,0,0,0,0,0,0,0
"354",5,0.9,586,1,1,0,1,0,0,0,0,0,0,0,0
"355",5,0.9,586,1,1,0,1,0,0,0,0,0,0,0,0
"356",5,0.9,496,1,1,0,1,0,0,0,0,0,0,0,0
"357",5,0.9,482,1,1,0,1,0,0,0,0,0,0,0,0
"358",5,0.9,420,1,1,0,1,0,0,0,0,0,0,0,0
"359",5,0.9,447,1,0,1,0,0,0,0,0,0,0,0,0
"360",5,0.9,457,0,1,0,0,0,0,0,0,0,0,0,0
"361",5,0.9,899,0,1,0,0,0,0,0,0,0,0,0,0
"362",5,0.9,645,0,1,0,0,0,0,0,0,0,0,0,0
"363",5,0.9,564,0,0,1,1,0,0,0,0,0,0,0,0
"364",5,0.9,400,1,1,0,1,0,0,0,0,0,0,0,0
"365",5,0.9,535,1,1,0,1,0,0,0,0,0,0,0,0
"366",5,0.9,443,1,1,0,1,0,0,0,0,0,0,0,0
"367",5,0.9,411,1,1,0,1,0,0,0,0,0,0,0,0
"368",5,0.9,424,1,1,0,1,0,0,0,0,0,0,0,0
"369",5,0.9,385,1,1,0,1,0,0,0,0,0,0,0,0
"370",5,0.9,399,1,1,0,1,0,0,0,0,0,0,0,0
"371",5,0.9,354,1,1,0,1,0,0,0,0,0,0,0,0
"372",5,0.9,365,1,1,0,1,0,0,0,0,0,0,0,0
"373",5,0.9,335,1,1,0,1,0,0,0,0,0,0,0,0
"374",5,0.9,315,1,1,0,1,0,0,0,0,0,0,0,0
"375",5,0.9,329,1,1,0,1,0,0,0,0,0,0,0,0
"376",5,0.9,306,1,1,0,1,0,0,0,0,0,0,0,0
"377",5,0.9,308,1,1,0,1,0,0,0,0,0,0,0,0
"378",5,0.9,325,1,1,0,1,0,0,0,0,0,0,0,0
"379",5,0.9,316,1,1,0,1,0,0,0,0,0,0,0,0
"380",5,0.9,326,1,1,0,1,0,0,0,0,0,0,0,0
"381",5,0.9,314,1,1,0,1,0,0,0,0,0,0,0,0
"382",5,0.9,336,1,1,0,1,0,0,0,0,0,0,0,0
"383",5,0.9,316,1,1,0,1,0,0,0,0,0,0,0,0
"384",5,0.9,322,1,0,1,0,0,0,0,0,0,0,0,0
"385",5,0.9,826,0,1,0,0,0,0,0,0,0,0,0,0
"386",5,0.9,759,0,1,0,0,0,0,0,0,0,0,0,0
"387",5,0.9,449,0,1,0,0,0,0,0,0,0,0,0,0
"388",5,0.9,440,0,1,0,0,0,0,0,0,0,0,0,0
