"","trial_num","prob_same","time_taken","response","correct","switch","target","previous_actual_response_was_switch","previous_actual_response_was_not_switch","previous_target_response_was_switch","previous_target_response_was_not_switch","previous_response_was_error","previous_response_was_not_error","number_of_same_preceeding","number_of_different_preceeding"
"1230",16,0.7,647,1,1,0,1,0,0,0,0,0,0,0,0
"1231",17,0.8,708,1,1,0,1,0,0,0,0,0,0,0,0
"1232",17,0.8,610,1,1,0,1,0,0,0,0,0,0,0,0
"1233",17,0.8,770,1,1,0,1,0,0,0,0,0,0,0,0
"1234",17,0.8,636,1,1,0,1,0,0,0,0,0,0,0,0
"1235",17,0.8,644,1,1,0,1,0,0,0,0,0,0,0,0
"1236",17,0.8,836,0,1,1,0,0,0,0,0,0,0,0,0
"1237",17,0.8,802,0,1,0,0,0,0,0,0,0,0,0,0
"1238",17,0.8,709,0,1,0,0,0,0,0,0,0,0,0,0
"1239",17,0.8,769,0,1,0,0,0,0,0,0,0,0,0,0
"1240",17,0.8,758,0,1,0,0,0,0,0,0,0,0,0,0
"1241",17,0.8,840,0,1,0,0,0,0,0,0,0,0,0,0
"1242",17,0.8,707,0,1,0,0,0,0,0,0,0,0,0,0
"1243",17,0.8,717,0,1,0,0,0,0,0,0,0,0,0,0
"1244",17,0.8,776,0,1,0,0,0,0,0,0,0,0,0,0
"1245",17,0.8,758,0,1,0,0,0,0,0,0,0,0,0,0
"1246",17,0.8,698,0,1,0,0,0,0,0,0,0,0,0,0
"1247",17,0.8,719,0,1,0,0,0,0,0,0,0,0,0,0
"1248",17,0.8,711,0,1,0,0,0,0,0,0,0,0,0,0
"1249",17,0.8,754,1,1,1,1,0,0,0,0,0,0,0,0
"1250",17,0.8,776,0,1,1,0,0,0,0,0,0,0,0,0
"1251",17,0.8,1090,0,1,0,0,0,0,0,0,0,0,0,0
"1252",17,0.8,902,1,1,1,1,0,0,0,0,0,0,0,0
"1253",17,0.8,859,1,1,0,1,0,0,0,0,0,0,0,0
"1254",17,0.8,713,1,1,0,1,0,0,0,0,0,0,0,0
"1255",17,0.8,704,1,1,0,1,0,0,0,0,0,0,0,0
"1256",17,0.8,948,0,1,1,0,0,0,0,0,0,0,0,0
"1257",17,0.8,791,0,1,0,0,0,0,0,0,0,0,0,0
"1258",17,0.8,710,0,1,0,0,0,0,0,0,0,0,0,0
"1259",17,0.8,817,0,1,0,0,0,0,0,0,0,0,0,0
"1260",17,0.8,718,0,1,0,0,0,0,0,0,0,0,0,0
"1261",17,0.8,702,0,1,0,0,0,0,0,0,0,0,0,0
"1262",17,0.8,712,0,1,0,0,0,0,0,0,0,0,0,0
"1263",17,0.8,740,0,1,0,0,0,0,0,0,0,0,0,0
"1264",17,0.8,704,0,1,0,0,0,0,0,0,0,0,0,0
"1265",17,0.8,706,0,1,0,0,0,0,0,0,0,0,0,0
"1266",17,0.8,681,0,1,0,0,0,0,0,0,0,0,0,0
"1267",17,0.8,752,0,1,0,0,0,0,0,0,0,0,0,0
"1268",17,0.8,736,0,1,0,0,0,0,0,0,0,0,0,0
"1269",17,0.8,802,1,1,1,1,0,0,0,0,0,0,0,0
"1270",17,0.8,701,1,1,0,1,0,0,0,0,0,0,0,0
"1271",17,0.8,683,1,1,0,1,0,0,0,0,0,0,0,0
"1272",17,0.8,617,1,1,0,1,0,0,0,0,0,0,0,0
"1273",17,0.8,1076,0,1,1,0,0,0,0,0,0,0,0,0
"1274",17,0.8,897,0,1,0,0,0,0,0,0,0,0,0,0
"1275",17,0.8,755,0,1,0,0,0,0,0,0,0,0,0,0
"1276",17,0.8,833,0,1,0,0,0,0,0,0,0,0,0,0
"1277",17,0.8,835,0,1,0,0,0,0,0,0,0,0,0,0
"1278",17,0.8,732,1,1,1,1,0,0,0,0,0,0,0,0
"1279",17,0.8,702,1,1,0,1,0,0,0,0,0,0,0,0
"1280",17,0.8,614,1,1,0,1,0,0,0,0,0,0,0,0
"1281",17,0.8,602,1,1,0,1,0,0,0,0,0,0,0,0
"1282",17,0.8,568,1,1,0,1,0,0,0,0,0,0,0,0
"1283",17,0.8,546,1,1,0,1,0,0,0,0,0,0,0,0
"1284",17,0.8,526,1,1,0,1,0,0,0,0,0,0,0,0
"1285",17,0.8,532,1,1,0,1,0,0,0,0,0,0,0,0
"1286",17,0.8,810,0,1,1,0,0,0,0,0,0,0,0,0
"1287",17,0.8,748,0,1,0,0,0,0,0,0,0,0,0,0
"1288",17,0.8,736,0,1,0,0,0,0,0,0,0,0,0,0
"1289",17,0.8,834,1,1,1,1,0,0,0,0,0,0,0,0
"1290",17,0.8,641,1,1,0,1,0,0,0,0,0,0,0,0
"1291",17,0.8,854,0,1,1,0,0,0,0,0,0,0,0,0
"1292",17,0.8,1243,0,1,0,0,0,0,0,0,0,0,0,0
"1293",17,0.8,795,1,1,1,1,0,0,0,0,0,0,0,0
"1294",17,0.8,652,1,1,0,1,0,0,0,0,0,0,0,0
"1295",17,0.8,630,1,1,0,1,0,0,0,0,0,0,0,0
"1296",17,0.8,646,1,1,0,1,0,0,0,0,0,0,0,0
"1297",17,0.8,632,1,1,0,1,0,0,0,0,0,0,0,0
"1298",17,0.8,675,1,1,0,1,0,0,0,0,0,0,0,0
"1299",17,0.8,762,0,1,1,0,0,0,0,0,0,0,0,0
"1300",17,0.8,1063,0,1,0,0,0,0,0,0,0,0,0,0
"1301",17,0.8,923,0,1,0,0,0,0,0,0,0,0,0,0
"1302",17,0.8,780,0,1,0,0,0,0,0,0,0,0,0,0
"1303",17,0.8,886,0,1,0,0,0,0,0,0,0,0,0,0
"1304",17,0.8,854,0,1,0,0,0,0,0,0,0,0,0,0
"1305",17,0.8,813,0,1,0,0,0,0,0,0,0,0,0,0
"1306",17,0.8,747,0,1,0,0,0,0,0,0,0,0,0,0
"1307",17,0.8,772,0,1,0,0,0,0,0,0,0,0,0,0
"1308",18,0.7,591,1,1,0,1,0,0,0,0,0,0,0,0
"1309",18,0.7,788,0,1,1,0,0,0,0,0,0,0,0,0
"1310",18,0.7,719,0,1,0,0,0,0,0,0,0,0,0,0
"1311",18,0.7,667,0,1,0,0,0,0,0,0,0,0,0,0
"1312",18,0.7,674,0,1,0,0,0,0,0,0,0,0,0,0
"1313",18,0.7,652,0,1,0,0,0,0,0,0,0,0,0,0
"1314",18,0.7,666,0,1,0,0,0,0,0,0,0,0,0,0
"1315",18,0.7,624,0,1,0,0,0,0,0,0,0,0,0,0
"1316",18,0.7,653,0,1,0,0,0,0,0,0,0,0,0,0
"1317",18,0.7,642,0,1,0,0,0,0,0,0,0,0,0,0
"1318",18,0.7,700,0,1,0,0,0,0,0,0,0,0,0,0
"1319",18,0.7,646,0,1,0,0,0,0,0,0,0,0,0,0
"1320",18,0.7,623,0,1,0,0,0,0,0,0,0,0,0,0
"1321",18,0.7,652,0,1,0,0,0,0,0,0,0,0,0,0
"1322",18,0.7,658,0,1,0,0,0,0,0,0,0,0,0,0
"1323",18,0.7,648,0,1,0,0,0,0,0,0,0,0,0,0
"1324",18,0.7,695,0,1,0,0,0,0,0,0,0,0,0,0
"1325",18,0.7,705,0,1,0,0,0,0,0,0,0,0,0,0
"1326",18,0.7,687,0,1,0,0,0,0,0,0,0,0,0,0
"1327",18,0.7,648,0,1,0,0,0,0,0,0,0,0,0,0
"1328",18,0.7,686,0,1,0,0,0,0,0,0,0,0,0,0
"1329",18,0.7,658,0,1,0,0,0,0,0,0,0,0,0,0
"1330",18,0.7,662,0,1,0,0,0,0,0,0,0,0,0,0
"1331",18,0.7,710,0,1,0,0,0,0,0,0,0,0,0,0
"1332",18,0.7,657,0,1,0,0,0,0,0,0,0,0,0,0
"1333",18,0.7,662,0,1,0,0,0,0,0,0,0,0,0,0
"1334",18,0.7,683,0,1,0,0,0,0,0,0,0,0,0,0
"1335",18,0.7,616,0,1,0,0,0,0,0,0,0,0,0,0
"1336",18,0.7,971,1,1,1,1,0,0,0,0,0,0,0,0
"1337",18,0.7,704,1,1,0,1,0,0,0,0,0,0,0,0
"1338",18,0.7,592,1,1,0,1,0,0,0,0,0,0,0,0
"1339",18,0.7,508,1,1,0,1,0,0,0,0,0,0,0,0
"1340",18,0.7,494,1,1,0,1,0,0,0,0,0,0,0,0
"1341",18,0.7,523,1,1,0,1,0,0,0,0,0,0,0,0
"1342",18,0.7,903,0,1,1,0,0,0,0,0,0,0,0,0
"1343",18,0.7,800,1,1,1,1,0,0,0,0,0,0,0,0
"1344",18,0.7,780,0,1,1,0,0,0,0,0,0,0,0,0
"1345",18,0.7,831,0,1,0,0,0,0,0,0,0,0,0,0
"1346",18,0.7,789,1,1,1,1,0,0,0,0,0,0,0,0
"1347",18,0.7,663,1,1,0,1,0,0,0,0,0,0,0,0
"1348",18,0.7,704,0,1,1,0,0,0,0,0,0,0,0,0
"1349",18,0.7,1163,1,1,1,1,0,0,0,0,0,0,0,0
"1350",18,0.7,900,1,1,0,1,0,0,0,0,0,0,0,0
"1351",18,0.7,1017,0,1,1,0,0,0,0,0,0,0,0,0
"1352",18,0.7,784,0,1,0,0,0,0,0,0,0,0,0,0
"1353",18,0.7,716,0,1,0,0,0,0,0,0,0,0,0,0
"1354",18,0.7,908,1,1,1,1,0,0,0,0,0,0,0,0
"1355",18,0.7,1415,0,1,1,0,0,0,0,0,0,0,0,0
"1356",18,0.7,836,1,1,1,1,0,0,0,0,0,0,0,0
"1357",18,0.7,1328,0,1,1,0,0,0,0,0,0,0,0,0
"1358",18,0.7,744,0,1,0,0,0,0,0,0,0,0,0,0
"1359",18,0.7,688,0,1,0,0,0,0,0,0,0,0,0,0
"1360",18,0.7,766,1,1,1,1,0,0,0,0,0,0,0,0
"1361",18,0.7,697,1,1,0,1,0,0,0,0,0,0,0,0
"1362",18,0.7,634,1,1,0,1,0,0,0,0,0,0,0,0
"1363",18,0.7,619,1,1,0,1,0,0,0,0,0,0,0,0
"1364",18,0.7,584,1,1,0,1,0,0,0,0,0,0,0,0
"1365",18,0.7,614,1,1,0,1,0,0,0,0,0,0,0,0
"1366",18,0.7,566,1,1,0,1,0,0,0,0,0,0,0,0
"1367",18,0.7,735,0,1,1,0,0,0,0,0,0,0,0,0
"1368",18,0.7,753,1,1,1,1,0,0,0,0,0,0,0,0
"1369",18,0.7,810,0,1,1,0,0,0,0,0,0,0,0,0
"1370",18,0.7,911,0,1,0,0,0,0,0,0,0,0,0,0
"1371",18,0.7,756,1,1,1,1,0,0,0,0,0,0,0,0
"1372",18,0.7,612,1,1,0,1,0,0,0,0,0,0,0,0
"1373",18,0.7,639,1,1,0,1,0,0,0,0,0,0,0,0
"1374",18,0.7,793,0,1,1,0,0,0,0,0,0,0,0,0
"1375",18,0.7,782,1,1,1,1,0,0,0,0,0,0,0,0
"1376",18,0.7,639,1,1,0,1,0,0,0,0,0,0,0,0
"1377",18,0.7,605,1,1,0,1,0,0,0,0,0,0,0,0
"1378",18,0.7,615,1,1,0,1,0,0,0,0,0,0,0,0
"1379",18,0.7,721,0,1,1,0,0,0,0,0,0,0,0,0
"1380",18,0.7,783,1,1,1,1,0,0,0,0,0,0,0,0
"1381",18,0.7,615,1,1,0,1,0,0,0,0,0,0,0,0
"1382",18,0.7,614,1,1,0,1,0,0,0,0,0,0,0,0
"1383",18,0.7,625,1,1,0,1,0,0,0,0,0,0,0,0
"1384",18,0.7,630,1,1,0,1,0,0,0,0,0,0,0,0
"1385",18,0.7,745,0,1,1,0,0,0,0,0,0,0,0,0
"1386",18,0.7,739,1,1,1,1,0,0,0,0,0,0,0,0
"1387",18,0.7,623,1,1,0,1,0,0,0,0,0,0,0,0
"1388",18,0.7,581,1,1,0,1,0,0,0,0,0,0,0,0
"1389",18,0.7,557,1,1,0,1,0,0,0,0,0,0,0,0
"1390",19,0.7,574,1,1,0,1,0,0,0,0,0,0,0,0
"1391",19,0.7,510,1,1,0,1,0,0,0,0,0,0,0,0
"1392",19,0.7,804,0,1,1,0,0,0,0,0,0,0,0,0
"1393",19,0.7,843,0,1,0,0,0,0,0,0,0,0,0,0
"1394",19,0.7,810,1,1,1,1,0,0,0,0,0,0,0,0
"1395",19,0.7,590,1,1,0,1,0,0,0,0,0,0,0,0
"1396",19,0.7,548,1,1,0,1,0,0,0,0,0,0,0,0
"1397",19,0.7,562,1,1,0,1,0,0,0,0,0,0,0,0
"1398",19,0.7,800,0,1,1,0,0,0,0,0,0,0,0,0
"1399",19,0.7,867,0,1,0,0,0,0,0,0,0,0,0,0
"1400",19,0.7,755,0,1,0,0,0,0,0,0,0,0,0,0
"1401",19,0.7,788,1,1,1,1,0,0,0,0,0,0,0,0
"1402",19,0.7,764,0,1,1,0,0,0,0,0,0,0,0,0
"1403",19,0.7,752,1,1,1,1,0,0,0,0,0,0,0,0
"1404",19,0.7,609,1,1,0,1,0,0,0,0,0,0,0,0
"1405",19,0.7,565,1,1,0,1,0,0,0,0,0,0,0,0
"1406",19,0.7,576,1,1,0,1,0,0,0,0,0,0,0,0
"1407",19,0.7,544,1,1,0,1,0,0,0,0,0,0,0,0
"1408",19,0.7,780,0,1,1,0,0,0,0,0,0,0,0,0
"1409",19,0.7,840,0,1,0,0,0,0,0,0,0,0,0,0
"1410",19,0.7,715,0,1,0,0,0,0,0,0,0,0,0,0
"1411",19,0.7,678,0,1,0,0,0,0,0,0,0,0,0,0
"1412",19,0.7,749,1,1,1,1,0,0,0,0,0,0,0,0
"1413",19,0.7,606,1,1,0,1,0,0,0,0,0,0,0,0
"1414",19,0.7,596,1,1,0,1,0,0,0,0,0,0,0,0
"1415",19,0.7,557,1,1,0,1,0,0,0,0,0,0,0,0
"1416",19,0.7,542,1,1,0,1,0,0,0,0,0,0,0,0
"1417",19,0.7,574,1,1,0,1,0,0,0,0,0,0,0,0
"1418",19,0.7,547,1,1,0,1,0,0,0,0,0,0,0,0
"1419",19,0.7,915,0,1,1,0,0,0,0,0,0,0,0,0
"1420",19,0.7,814,0,1,0,0,0,0,0,0,0,0,0,0
"1421",19,0.7,776,0,1,0,0,0,0,0,0,0,0,0,0
"1422",19,0.7,697,0,1,0,0,0,0,0,0,0,0,0,0
"1423",19,0.7,710,1,1,1,1,0,0,0,0,0,0,0,0
"1424",19,0.7,842,0,1,1,0,0,0,0,0,0,0,0,0
"1425",19,0.7,1084,0,1,0,0,0,0,0,0,0,0,0,0
"1426",19,0.7,688,0,1,0,0,0,0,0,0,0,0,0,0
"1427",19,0.7,656,0,1,0,0,0,0,0,0,0,0,0,0
"1428",19,0.7,830,1,1,1,1,0,0,0,0,0,0,0,0
"1429",19,0.7,642,1,1,0,1,0,0,0,0,0,0,0,0
"1430",19,0.7,534,1,1,0,1,0,0,0,0,0,0,0,0
"1431",19,0.7,546,1,1,0,1,0,0,0,0,0,0,0,0
"1432",19,0.7,518,1,1,0,1,0,0,0,0,0,0,0,0
"1433",19,0.7,548,1,1,0,1,0,0,0,0,0,0,0,0
"1434",19,0.7,538,1,1,0,1,0,0,0,0,0,0,0,0
"1435",19,0.7,548,1,1,0,1,0,0,0,0,0,0,0,0
"1436",19,0.7,539,1,1,0,1,0,0,0,0,0,0,0,0
"1437",19,0.7,871,0,1,1,0,0,0,0,0,0,0,0,0
"1438",19,0.7,750,0,1,0,0,0,0,0,0,0,0,0,0
"1439",19,0.7,663,0,1,0,0,0,0,0,0,0,0,0,0
"1440",19,0.7,632,0,1,0,0,0,0,0,0,0,0,0,0
"1441",19,0.7,702,0,1,0,0,0,0,0,0,0,0,0,0
"1442",19,0.7,623,0,0,1,1,0,0,0,0,0,0,0,0
"1443",19,0.7,1510,0,1,1,0,0,0,0,0,0,0,0,0
"1444",19,0.7,699,0,1,0,0,0,0,0,0,0,0,0,0
"1445",19,0.7,709,0,1,0,0,0,0,0,0,0,0,0,0
"1446",19,0.7,697,1,1,1,1,0,0,0,0,0,0,0,0
"1447",19,0.7,613,1,1,0,1,0,0,0,0,0,0,0,0
"1448",19,0.7,852,0,1,1,0,0,0,0,0,0,0,0,0
"1449",19,0.7,946,0,1,0,0,0,0,0,0,0,0,0,0
"1450",19,0.7,669,0,1,0,0,0,0,0,0,0,0,0,0
"1451",19,0.7,661,0,1,0,0,0,0,0,0,0,0,0,0
"1452",19,0.7,616,0,1,0,0,0,0,0,0,0,0,0,0
"1453",19,0.7,657,0,1,0,0,0,0,0,0,0,0,0,0
"1454",19,0.7,671,0,1,0,0,0,0,0,0,0,0,0,0
"1455",19,0.7,802,1,1,1,1,0,0,0,0,0,0,0,0
"1456",19,0.7,950,0,1,1,0,0,0,0,0,0,0,0,0
"1457",19,0.7,842,0,1,0,0,0,0,0,0,0,0,0,0
"1458",19,0.7,801,0,1,0,0,0,0,0,0,0,0,0,0
"1459",19,0.7,855,1,1,1,1,0,0,0,0,0,0,0,0
"1460",19,0.7,654,1,1,0,1,0,0,0,0,0,0,0,0
"1461",19,0.7,576,1,1,0,1,0,0,0,0,0,0,0,0
"1462",19,0.7,570,1,1,0,1,0,0,0,0,0,0,0,0
"1463",19,0.7,552,1,1,0,1,0,0,0,0,0,0,0,0
"1464",19,0.7,610,1,1,0,1,0,0,0,0,0,0,0,0
"1465",19,0.7,606,1,1,0,1,0,0,0,0,0,0,0,0
"1466",19,0.7,550,1,1,0,1,0,0,0,0,0,0,0,0
"1467",19,0.7,544,1,1,0,1,0,0,0,0,0,0,0,0
"1468",19,0.7,568,1,1,0,1,0,0,0,0,0,0,0,0
"1469",19,0.7,535,1,1,0,1,0,0,0,0,0,0,0,0
"1470",19,0.7,748,0,1,1,0,0,0,0,0,0,0,0,0
"1471",19,0.7,733,0,1,0,0,0,0,0,0,0,0,0,0
"1472",19,0.7,699,0,1,0,0,0,0,0,0,0,0,0,0
"1473",20,0.8,1526,0,0,1,1,0,0,0,0,0,0,0,0
"1474",20,0.8,1066,1,1,0,1,0,0,0,0,0,0,0,0
"1475",20,0.8,722,1,1,0,1,0,0,0,0,0,0,0,0
"1476",20,0.8,566,1,1,0,1,0,0,0,0,0,0,0,0
"1477",20,0.8,585,1,1,0,1,0,0,0,0,0,0,0,0
"1478",20,0.8,554,1,1,0,1,0,0,0,0,0,0,0,0
"1479",20,0.8,542,1,1,0,1,0,0,0,0,0,0,0,0
"1480",20,0.8,554,1,1,0,1,0,0,0,0,0,0,0,0
"1481",20,0.8,487,1,1,0,1,0,0,0,0,0,0,0,0
"1482",20,0.8,711,0,1,1,0,0,0,0,0,0,0,0,0
"1483",20,0.8,666,0,1,0,0,0,0,0,0,0,0,0,0
"1484",20,0.8,614,0,1,0,0,0,0,0,0,0,0,0,0
"1485",20,0.8,624,0,1,0,0,0,0,0,0,0,0,0,0
"1486",20,0.8,609,0,1,0,0,0,0,0,0,0,0,0,0
"1487",20,0.8,645,0,1,0,0,0,0,0,0,0,0,0,0
"1488",20,0.8,634,0,1,0,0,0,0,0,0,0,0,0,0
"1489",20,0.8,625,0,1,0,0,0,0,0,0,0,0,0,0
"1490",20,0.8,577,0,1,0,0,0,0,0,0,0,0,0,0
"1491",20,0.8,907,1,1,1,1,0,0,0,0,0,0,0,0
"1492",20,0.8,732,0,1,1,0,0,0,0,0,0,0,0,0
"1493",20,0.8,1106,1,1,1,1,0,0,0,0,0,0,0,0
"1494",20,0.8,709,1,1,0,1,0,0,0,0,0,0,0,0
"1495",20,0.8,585,1,1,0,1,0,0,0,0,0,0,0,0
"1496",20,0.8,574,1,1,0,1,0,0,0,0,0,0,0,0
"1497",20,0.8,700,0,1,1,0,0,0,0,0,0,0,0,0
"1498",20,0.8,719,0,1,0,0,0,0,0,0,0,0,0,0
"1499",20,0.8,625,0,1,0,0,0,0,0,0,0,0,0,0
"1500",20,0.8,607,0,1,0,0,0,0,0,0,0,0,0,0
"1501",20,0.8,615,0,1,0,0,0,0,0,0,0,0,0,0
"1502",20,0.8,640,0,1,0,0,0,0,0,0,0,0,0,0
"1503",20,0.8,608,0,1,0,0,0,0,0,0,0,0,0,0
"1504",20,0.8,625,0,1,0,0,0,0,0,0,0,0,0,0
"1505",20,0.8,591,0,1,0,0,0,0,0,0,0,0,0,0
"1506",20,0.8,607,0,1,0,0,0,0,0,0,0,0,0,0
"1507",20,0.8,657,0,1,0,0,0,0,0,0,0,0,0,0
"1508",20,0.8,597,0,1,0,0,0,0,0,0,0,0,0,0
"1509",20,0.8,750,1,1,1,1,0,0,0,0,0,0,0,0
"1510",20,0.8,609,1,1,0,1,0,0,0,0,0,0,0,0
"1511",20,0.8,563,1,1,0,1,0,0,0,0,0,0,0,0
"1512",20,0.8,571,1,1,0,1,0,0,0,0,0,0,0,0
"1513",20,0.8,547,1,1,0,1,0,0,0,0,0,0,0,0
"1514",20,0.8,542,1,1,0,1,0,0,0,0,0,0,0,0
"1515",20,0.8,502,1,1,0,1,0,0,0,0,0,0,0,0
"1516",20,0.8,538,1,1,0,1,0,0,0,0,0,0,0,0
"1517",20,0.8,561,1,1,0,1,0,0,0,0,0,0,0,0
"1518",20,0.8,581,1,1,0,1,0,0,0,0,0,0,0,0
"1519",20,0.8,575,1,1,0,1,0,0,0,0,0,0,0,0
"1520",20,0.8,894,0,1,1,0,0,0,0,0,0,0,0,0
"1521",20,0.8,718,0,1,0,0,0,0,0,0,0,0,0,0
"1522",20,0.8,630,0,1,0,0,0,0,0,0,0,0,0,0
"1523",20,0.8,640,0,1,0,0,0,0,0,0,0,0,0,0
"1524",20,0.8,613,0,1,0,0,0,0,0,0,0,0,0,0
"1525",20,0.8,623,0,1,0,0,0,0,0,0,0,0,0,0
"1526",20,0.8,628,0,1,0,0,0,0,0,0,0,0,0,0
"1527",20,0.8,662,0,1,0,0,0,0,0,0,0,0,0,0
"1528",20,0.8,570,0,1,0,0,0,0,0,0,0,0,0,0
"1529",20,0.8,688,0,1,0,0,0,0,0,0,0,0,0,0
"1530",20,0.8,664,0,1,0,0,0,0,0,0,0,0,0,0
"1531",20,0.8,704,0,1,0,0,0,0,0,0,0,0,0,0
"1532",20,0.8,674,0,1,0,0,0,0,0,0,0,0,0,0
"1533",20,0.8,716,0,0,1,1,0,0,0,0,0,0,0,0
"1534",20,0.8,1040,1,1,0,1,0,0,0,0,0,0,0,0
"1535",20,0.8,958,0,1,1,0,0,0,0,0,0,0,0,0
"1536",20,0.8,901,1,1,1,1,0,0,0,0,0,0,0,0
"1537",20,0.8,742,1,1,0,1,0,0,0,0,0,0,0,0
"1538",20,0.8,686,1,1,0,1,0,0,0,0,0,0,0,0
"1539",20,0.8,698,1,1,0,1,0,0,0,0,0,0,0,0
"1540",20,0.8,1106,0,1,1,0,0,0,0,0,0,0,0,0
"1541",20,0.8,994,0,1,0,0,0,0,0,0,0,0,0,0
"1542",20,0.8,888,0,1,0,0,0,0,0,0,0,0,0,0
"1543",20,0.8,944,1,1,1,1,0,0,0,0,0,0,0,0
"1544",20,0.8,960,0,1,1,0,0,0,0,0,0,0,0,0
"1545",20,0.8,882,0,1,0,0,0,0,0,0,0,0,0,0
"1546",20,0.8,773,1,1,1,1,0,0,0,0,0,0,0,0
"1547",20,0.8,745,1,1,0,1,0,0,0,0,0,0,0,0
"1548",20,0.8,723,1,1,0,1,0,0,0,0,0,0,0,0
"1549",20,0.8,978,0,1,1,0,0,0,0,0,0,0,0,0
"1550",20,0.8,839,1,0,0,0,0,0,0,0,0,0,0,0
"1551",20,0.8,1100,0,1,0,0,0,0,0,0,0,0,0,0
"1552",20,0.8,844,1,1,1,1,0,0,0,0,0,0,0,0
"1553",20,0.8,767,1,1,0,1,0,0,0,0,0,0,0,0
"1554",21,0.8,775,1,1,1,1,0,0,0,0,0,0,0,0
"1555",21,0.8,612,1,1,0,1,0,0,0,0,0,0,0,0
"1556",21,0.8,524,1,1,0,1,0,0,0,0,0,0,0,0
"1557",21,0.8,572,1,1,0,1,0,0,0,0,0,0,0,0
"1558",21,0.8,542,1,1,0,1,0,0,0,0,0,0,0,0
"1559",21,0.8,462,1,0,1,0,0,0,0,0,0,0,0,0
"1560",21,0.8,679,0,0,1,1,0,0,0,0,0,0,0,0
"1561",21,0.8,1123,1,1,0,1,0,0,0,0,0,0,0,0
"1562",21,0.8,875,0,1,1,0,0,0,0,0,0,0,0,0
"1563",21,0.8,1293,1,1,1,1,0,0,0,0,0,0,0,0
"1564",21,0.8,849,1,1,0,1,0,0,0,0,0,0,0,0
"1565",21,0.8,663,1,1,0,1,0,0,0,0,0,0,0,0
"1566",21,0.8,692,1,1,0,1,0,0,0,0,0,0,0,0
"1567",21,0.8,603,1,1,0,1,0,0,0,0,0,0,0,0
"1568",21,0.8,493,1,1,0,1,0,0,0,0,0,0,0,0
"1569",21,0.8,531,1,1,0,1,0,0,0,0,0,0,0,0
"1570",21,0.8,514,1,1,0,1,0,0,0,0,0,0,0,0
"1571",21,0.8,726,0,1,1,0,0,0,0,0,0,0,0,0
"1572",21,0.8,812,0,1,0,0,0,0,0,0,0,0,0,0
"1573",21,0.8,710,0,1,0,0,0,0,0,0,0,0,0,0
"1574",21,0.8,666,0,1,0,0,0,0,0,0,0,0,0,0
"1575",21,0.8,667,0,1,0,0,0,0,0,0,0,0,0,0
"1576",21,0.8,677,0,1,0,0,0,0,0,0,0,0,0,0
"1577",21,0.8,689,0,1,0,0,0,0,0,0,0,0,0,0
"1578",21,0.8,657,0,1,0,0,0,0,0,0,0,0,0,0
"1579",21,0.8,698,0,1,0,0,0,0,0,0,0,0,0,0
"1580",21,0.8,684,0,1,0,0,0,0,0,0,0,0,0,0
"1581",21,0.8,812,1,1,1,1,0,0,0,0,0,0,0,0
"1582",21,0.8,637,1,1,0,1,0,0,0,0,0,0,0,0
"1583",21,0.8,626,1,1,0,1,0,0,0,0,0,0,0,0
"1584",21,0.8,542,1,1,0,1,0,0,0,0,0,0,0,0
"1585",21,0.8,538,1,1,0,1,0,0,0,0,0,0,0,0
"1586",21,0.8,517,1,1,0,1,0,0,0,0,0,0,0,0
"1587",21,0.8,483,1,1,0,1,0,0,0,0,0,0,0,0
"1588",21,0.8,500,1,1,0,1,0,0,0,0,0,0,0,0
"1589",21,0.8,779,0,1,1,0,0,0,0,0,0,0,0,0
"1590",21,0.8,934,0,1,0,0,0,0,0,0,0,0,0,0
"1591",21,0.8,747,1,1,1,1,0,0,0,0,0,0,0,0
"1592",21,0.8,908,1,1,0,1,0,0,0,0,0,0,0,0
"1593",21,0.8,604,1,1,0,1,0,0,0,0,0,0,0,0
"1594",21,0.8,543,1,1,0,1,0,0,0,0,0,0,0,0
"1595",21,0.8,544,1,1,0,1,0,0,0,0,0,0,0,0
"1596",21,0.8,648,1,1,0,1,0,0,0,0,0,0,0,0
"1597",21,0.8,549,1,1,0,1,0,0,0,0,0,0,0,0
"1598",21,0.8,773,0,1,1,0,0,0,0,0,0,0,0,0
"1599",21,0.8,743,0,1,0,0,0,0,0,0,0,0,0,0
"1600",21,0.8,695,0,1,0,0,0,0,0,0,0,0,0,0
"1601",21,0.8,680,0,1,0,0,0,0,0,0,0,0,0,0
"1602",21,0.8,742,0,1,0,0,0,0,0,0,0,0,0,0
"1603",21,0.8,836,1,1,1,1,0,0,0,0,0,0,0,0
"1604",21,0.8,664,1,1,0,1,0,0,0,0,0,0,0,0
"1605",21,0.8,634,1,1,0,1,0,0,0,0,0,0,0,0
"1606",21,0.8,543,1,1,0,1,0,0,0,0,0,0,0,0
"1607",21,0.8,563,1,1,0,1,0,0,0,0,0,0,0,0
"1608",21,0.8,530,1,1,0,1,0,0,0,0,0,0,0,0
"1609",21,0.8,530,1,1,0,1,0,0,0,0,0,0,0,0
"1610",21,0.8,585,1,1,0,1,0,0,0,0,0,0,0,0
"1611",21,0.8,493,1,1,0,1,0,0,0,0,0,0,0,0
"1612",21,0.8,515,1,1,0,1,0,0,0,0,0,0,0,0
"1613",21,0.8,523,1,1,0,1,0,0,0,0,0,0,0,0
