trial_num, prob_same,response_num, response_time,target_response, response_switch_target, actual_response, response_correct,response_switch_actual,blood sugar
36,0.75,34,767,D,different_key,D,correct,different_key,normal
36,0.75,35,550,S,different_key,S,correct,different_key,normal
36,0.75,36,708,D,different_key,D,correct,different_key,normal
36,0.75,37,686,S,different_key,S,correct,different_key,normal
36,0.75,38,689,D,different_key,D,correct,different_key,normal
36,0.75,39,804,D,same_key,D,correct,same_key,normal
36,0.75,40,648,S,different_key,D,incorrect,same_key,normal
36,0.75,41,902,S,same_key,S,correct,different_key,normal
36,0.75,42,728,D,different_key,D,correct,different_key,normal
36,0.75,43,922,S,different_key,S,correct,different_key,normal
36,0.75,44,590,S,same_key,S,correct,same_key,normal
36,0.75,45,588,S,same_key,S,correct,same_key,normal
36,0.75,46,650,S,same_key,S,correct,same_key,normal
36,0.75,47,746,D,different_key,D,correct,different_key,normal
36,0.75,48,688,S,different_key,S,correct,different_key,normal
36,0.75,49,628,S,same_key,S,correct,same_key,normal
36,0.75,50,1392,D,different_key,D,correct,different_key,normal
36,0.75,51,864,D,same_key,D,correct,same_key,normal
36,0.75,52,784,D,same_key,D,correct,same_key,normal
36,0.75,53,786,D,same_key,D,correct,same_key,normal
36,0.75,54,688,D,same_key,D,correct,same_key,normal
36,0.75,55,688,D,same_key,D,correct,same_key,normal
36,0.75,56,686,D,same_key,D,correct,same_key,normal
36,0.75,57,671,D,same_key,D,correct,same_key,normal
36,0.75,58,706,S,different_key,S,correct,different_key,normal
36,0.75,59,630,S,same_key,S,correct,same_key,normal
36,0.75,60,628,S,same_key,S,correct,same_key,normal
36,0.75,61,669,S,same_key,S,correct,same_key,normal
36,0.75,62,628,S,same_key,S,correct,same_key,normal
36,0.75,63,706,D,different_key,D,correct,different_key,normal
36,0.75,64,729,S,different_key,S,correct,different_key,normal
36,0.75,65,745,S,same_key,S,correct,same_key,normal
36,0.75,66,610,S,same_key,S,correct,same_key,normal
36,0.75,67,1372,D,different_key,D,correct,different_key,normal
36,0.75,68,746,S,different_key,S,correct,different_key,normal
36,0.75,69,1898,D,different_key,D,correct,different_key,normal
36,0.75,70,670,S,different_key,S,correct,different_key,normal
36,0.75,71,608,S,same_key,S,correct,same_key,normal
36,0.75,72,648,S,same_key,S,correct,same_key,normal
36,0.75,73,650,S,same_key,S,correct,same_key,normal
36,0.75,74,610,S,same_key,S,correct,same_key,normal
36,0.75,75,1214,D,different_key,D,correct,different_key,normal
36,0.75,76,688,S,different_key,S,correct,different_key,normal
36,0.75,77,550,S,same_key,S,correct,same_key,normal
36,0.75,78,766,D,different_key,D,correct,different_key,normal
36,0.75,79,610,S,different_key,S,correct,different_key,normal
36,0.75,80,591,S,same_key,S,correct,same_key,normal
36,0.75,81,648,S,same_key,S,correct,same_key,normal
36,0.75,82,492,D,different_key,S,incorrect,same_key,normal
36,0.75,83,570,S,different_key,S,correct,same_key,normal
36,0.75,84,668,D,different_key,D,correct,different_key,normal
36,0.75,85,845,D,same_key,D,correct,same_key,normal
37,0.75,2,648,S,,S,correct,,normal
37,0.75,3,628,S,same_key,S,correct,same_key,normal
37,0.75,4,650,S,same_key,S,correct,same_key,normal
37,0.75,5,688,S,same_key,S,correct,same_key,normal
37,0.75,6,608,S,same_key,S,correct,same_key,normal
37,0.75,7,727,D,different_key,D,correct,different_key,normal
37,0.75,8,1117,S,different_key,S,correct,different_key,normal
37,0.75,9,609,S,same_key,S,correct,same_key,normal
37,0.75,10,590,S,same_key,S,correct,same_key,normal
37,0.75,11,630,S,same_key,S,correct,same_key,normal
37,0.75,12,804,D,different_key,D,correct,different_key,normal
37,0.75,13,552,S,different_key,S,correct,different_key,normal
37,0.75,14,550,S,same_key,S,correct,same_key,normal
37,0.75,15,668,D,different_key,D,correct,different_key,normal
37,0.75,16,962,D,same_key,D,correct,same_key,normal
37,0.75,17,746,D,same_key,D,correct,same_key,normal
37,0.75,18,1078,S,different_key,S,correct,different_key,normal
37,0.75,19,552,S,same_key,S,correct,same_key,normal
37,0.75,20,492,S,same_key,S,correct,same_key,normal
37,0.75,21,706,D,different_key,D,correct,different_key,normal
37,0.75,22,748,S,different_key,S,correct,different_key,normal
37,0.75,23,629,S,same_key,S,correct,same_key,normal
37,0.75,24,609,S,same_key,S,correct,same_key,normal
37,0.75,25,648,S,same_key,S,correct,same_key,normal
37,0.75,26,553,S,same_key,S,correct,same_key,normal
37,0.75,27,550,S,same_key,S,correct,same_key,normal
37,0.75,28,709,D,different_key,D,correct,different_key,normal
37,0.75,29,667,D,same_key,S,incorrect,different_key,normal
37,0.75,30,708,S,different_key,S,correct,same_key,normal
37,0.75,31,707,D,different_key,D,correct,different_key,normal
37,0.75,32,746,S,different_key,S,correct,different_key,normal
37,0.75,33,591,S,same_key,S,correct,same_key,normal
37,0.75,34,589,S,same_key,S,correct,same_key,normal
37,0.75,35,630,S,same_key,S,correct,same_key,normal
37,0.75,36,1235,D,different_key,D,correct,different_key,normal
37,0.75,37,785,S,different_key,S,correct,different_key,normal
37,0.75,38,806,S,same_key,S,correct,same_key,normal
37,0.75,39,611,S,same_key,S,correct,same_key,normal
37,0.75,40,589,S,same_key,S,correct,same_key,normal
37,0.75,41,550,S,same_key,S,correct,same_key,normal
37,0.75,42,552,S,same_key,S,correct,same_key,normal
37,0.75,43,550,S,same_key,S,correct,same_key,normal
37,0.75,44,786,D,different_key,D,correct,different_key,normal
37,0.75,45,628,S,different_key,S,correct,different_key,normal
37,0.75,46,532,S,same_key,S,correct,same_key,normal
37,0.75,47,552,S,same_key,S,correct,same_key,normal
37,0.75,48,590,S,same_key,S,correct,same_key,normal
37,0.75,49,648,D,different_key,D,correct,different_key,normal
37,0.75,50,552,S,different_key,S,correct,different_key,normal
37,0.75,51,570,S,same_key,S,correct,same_key,normal
37,0.75,52,590,S,same_key,S,correct,same_key,normal
37,0.75,53,552,S,same_key,S,correct,same_key,normal
37,0.75,54,570,S,same_key,S,correct,same_key,normal
37,0.75,55,746,D,different_key,D,correct,different_key,normal
37,0.75,56,785,D,same_key,D,correct,same_key,normal
37,0.75,57,686,S,different_key,S,correct,different_key,normal
37,0.75,58,750,S,same_key,S,correct,same_key,normal
37,0.75,59,568,S,same_key,S,correct,same_key,normal
37,0.75,60,570,S,same_key,S,correct,same_key,normal
37,0.75,61,512,S,same_key,S,correct,same_key,normal
37,0.75,62,532,S,same_key,S,correct,same_key,normal
37,0.75,63,570,S,same_key,S,correct,same_key,normal
37,0.75,64,708,D,different_key,D,correct,different_key,normal
37,0.75,65,668,S,different_key,S,correct,different_key,normal
37,0.75,66,512,S,same_key,S,correct,same_key,normal
37,0.75,67,550,S,same_key,S,correct,same_key,normal
37,0.75,68,553,S,same_key,S,correct,same_key,normal
37,0.75,69,569,S,same_key,S,correct,same_key,normal
37,0.75,70,806,D,different_key,D,correct,different_key,normal
37,0.75,71,550,S,different_key,S,correct,different_key,normal
37,0.75,72,592,S,same_key,S,correct,same_key,normal
37,0.75,73,570,S,same_key,S,correct,same_key,normal
37,0.75,74,550,S,same_key,S,correct,same_key,normal
37,0.75,75,729,D,different_key,D,correct,different_key,normal
37,0.75,76,647,S,different_key,S,correct,different_key,normal
37,0.75,77,532,S,same_key,S,correct,same_key,normal
37,0.75,78,532,S,same_key,S,correct,same_key,normal
37,0.75,79,668,S,same_key,S,correct,same_key,normal
37,0.75,80,552,S,same_key,S,correct,same_key,normal
37,0.75,81,512,S,same_key,S,correct,same_key,normal
37,0.75,82,591,S,same_key,S,correct,same_key,normal
37,0.75,83,512,S,same_key,S,correct,same_key,normal
37,0.75,84,529,S,same_key,S,correct,same_key,normal
37,0.75,85,729,D,different_key,D,correct,different_key,normal
37,0.75,86,705,D,same_key,D,correct,same_key,normal
37,0.75,87,729,S,different_key,S,correct,different_key,normal
37,0.75,88,766,D,different_key,D,correct,different_key,normal
37,0.75,89,610,S,different_key,S,correct,different_key,normal
37,0.75,90,667,S,same_key,S,correct,same_key,normal
37,0.75,91,590,S,same_key,S,correct,same_key,normal
37,0.75,92,668,S,same_key,S,correct,same_key,normal
38,0.25,2,691,S,,S,correct,,normal
38,0.25,3,783,D,different_key,D,correct,different_key,normal
38,0.25,4,686,D,same_key,D,correct,same_key,normal
38,0.25,5,672,D,same_key,D,correct,same_key,normal
38,0.25,6,549,D,same_key,D,correct,same_key,normal
38,0.25,7,514,D,same_key,D,correct,same_key,normal
38,0.25,8,666,S,different_key,S,correct,different_key,normal
38,0.25,9,570,S,same_key,S,correct,same_key,normal
38,0.25,10,688,D,different_key,D,correct,different_key,normal
38,0.25,11,824,D,same_key,D,correct,same_key,normal
38,0.25,12,883,S,different_key,S,correct,different_key,normal
38,0.25,13,648,D,different_key,D,correct,different_key,normal
38,0.25,14,708,D,same_key,D,correct,same_key,normal
38,0.25,15,590,D,same_key,D,correct,same_key,normal
38,0.25,16,610,D,same_key,D,correct,same_key,normal
38,0.25,17,631,D,same_key,D,correct,same_key,normal
38,0.25,18,705,D,same_key,D,correct,same_key,normal
38,0.25,19,553,D,same_key,D,correct,same_key,normal
38,0.25,20,764,S,different_key,S,correct,different_key,normal
38,0.25,21,961,D,different_key,D,correct,different_key,normal
38,0.25,22,786,D,same_key,D,correct,same_key,normal
38,0.25,23,708,D,same_key,D,correct,same_key,normal
38,0.25,24,726,D,same_key,D,correct,same_key,normal
38,0.25,25,728,D,same_key,D,correct,same_key,normal
38,0.25,26,668,D,same_key,D,correct,same_key,normal
38,0.25,27,668,D,same_key,D,correct,same_key,normal
38,0.25,28,590,D,same_key,D,correct,same_key,normal
38,0.25,29,610,D,same_key,D,correct,same_key,normal
38,0.25,30,570,D,same_key,D,correct,same_key,normal
38,0.25,31,611,D,same_key,D,correct,same_key,normal
38,0.25,32,706,D,same_key,D,correct,same_key,normal
38,0.25,33,766,S,different_key,S,correct,different_key,normal
38,0.25,34,690,D,different_key,D,correct,different_key,normal
38,0.25,35,842,D,same_key,D,correct,same_key,normal
38,0.25,36,610,D,same_key,D,correct,same_key,normal
38,0.25,37,609,D,same_key,D,correct,same_key,normal
38,0.25,38,688,S,different_key,D,incorrect,same_key,normal
38,0.25,39,668,D,different_key,D,correct,same_key,normal
38,0.25,40,786,D,same_key,D,correct,same_key,normal
38,0.25,41,728,D,same_key,D,correct,same_key,normal
38,0.25,42,726,D,same_key,D,correct,same_key,normal
38,0.25,43,728,D,same_key,D,correct,same_key,normal
38,0.25,44,1214,D,same_key,D,correct,same_key,normal
38,0.25,45,786,S,different_key,S,correct,different_key,normal
38,0.25,46,726,S,same_key,S,correct,same_key,normal
38,0.25,47,688,D,different_key,D,correct,different_key,normal
38,0.25,48,1138,D,same_key,D,correct,same_key,normal
38,0.25,49,688,D,same_key,D,correct,same_key,normal
38,0.25,50,708,D,same_key,D,correct,same_key,normal
38,0.25,51,726,D,same_key,D,correct,same_key,normal
38,0.25,52,1394,D,same_key,D,correct,same_key,normal
38,0.25,53,687,S,different_key,S,correct,different_key,normal
38,0.25,54,766,D,different_key,D,correct,different_key,normal
38,0.25,55,1136,D,same_key,D,correct,same_key,normal
38,0.25,56,728,D,same_key,D,correct,same_key,normal
38,0.25,57,765,S,different_key,S,correct,different_key,normal
38,0.25,58,688,D,different_key,D,correct,different_key,normal
38,0.25,59,570,S,different_key,D,incorrect,same_key,normal
38,0.25,60,688,D,different_key,D,correct,same_key,normal
38,0.25,61,962,S,different_key,S,correct,different_key,normal
38,0.25,62,824,D,different_key,D,correct,different_key,normal
38,0.25,63,710,D,same_key,D,correct,same_key,normal
38,0.25,64,1448,S,different_key,D,incorrect,same_key,normal
38,0.25,65,726,D,different_key,D,correct,same_key,normal
38,0.25,66,1196,D,same_key,D,correct,same_key,normal
38,0.25,67,610,S,different_key,S,correct,different_key,normal
38,0.25,68,726,D,different_key,D,correct,different_key,normal
38,0.25,69,592,S,different_key,S,correct,different_key,normal
38,0.25,70,628,S,same_key,S,correct,same_key,normal
38,0.25,71,688,D,different_key,D,correct,different_key,normal
38,0.25,72,668,D,same_key,S,incorrect,different_key,normal
38,0.25,73,1276,D,same_key,D,correct,different_key,normal
38,0.25,74,686,D,same_key,D,correct,same_key,normal
38,0.25,75,749,S,different_key,S,correct,different_key,normal
38,0.25,76,922,D,different_key,D,correct,different_key,normal
38,0.25,77,824,D,same_key,D,correct,same_key,normal
38,0.25,78,688,D,same_key,D,correct,same_key,normal
38,0.25,79,748,D,same_key,D,correct,same_key,normal
39,0.1,2,1158,D,,D,correct,,normal
39,0.1,3,1488,D,same_key,D,correct,same_key,normal
39,0.1,4,765,D,same_key,D,correct,same_key,normal
39,0.1,5,706,D,same_key,D,correct,same_key,normal
39,0.1,6,590,D,same_key,D,correct,same_key,normal
39,0.1,7,650,D,same_key,D,correct,same_key,normal
39,0.1,8,610,D,same_key,D,correct,same_key,normal
39,0.1,9,608,D,same_key,D,correct,same_key,normal
39,0.1,10,630,D,same_key,D,correct,same_key,normal
39,0.1,11,648,D,same_key,D,correct,same_key,normal
39,0.1,12,688,D,same_key,D,correct,same_key,normal
39,0.1,13,708,D,same_key,D,correct,same_key,normal
39,0.1,14,824,D,same_key,D,correct,same_key,normal
39,0.1,15,688,D,same_key,D,correct,same_key,normal
39,0.1,16,570,D,same_key,D,correct,same_key,normal
39,0.1,17,610,D,same_key,D,correct,same_key,normal
39,0.1,18,628,D,same_key,D,correct,same_key,normal
39,0.1,19,649,D,same_key,D,correct,same_key,normal
39,0.1,20,727,D,same_key,D,correct,same_key,normal
39,0.1,21,688,D,same_key,D,correct,same_key,normal
39,0.1,22,688,D,same_key,D,correct,same_key,normal
39,0.1,23,686,D,same_key,D,correct,same_key,normal
39,0.1,24,749,S,different_key,S,correct,different_key,normal
39,0.1,25,767,D,different_key,D,correct,different_key,normal
39,0.1,26,745,D,same_key,D,correct,same_key,normal
39,0.1,27,647,D,same_key,D,correct,same_key,normal
39,0.1,28,689,D,same_key,D,correct,same_key,normal
39,0.1,29,786,S,different_key,S,correct,different_key,normal
39,0.1,30,688,D,different_key,D,correct,different_key,normal
39,0.1,31,745,D,same_key,D,correct,same_key,normal
39,0.1,32,668,D,same_key,D,correct,same_key,normal
39,0.1,33,648,D,same_key,D,correct,same_key,normal
39,0.1,34,1157,D,same_key,D,correct,same_key,normal
39,0.1,35,921,D,same_key,D,correct,same_key,normal
39,0.1,36,806,D,same_key,D,correct,same_key,normal
39,0.1,37,766,D,same_key,D,correct,same_key,normal
39,0.1,38,711,D,same_key,D,correct,same_key,normal
39,0.1,39,703,D,same_key,D,correct,same_key,normal
39,0.1,40,728,D,same_key,D,correct,same_key,normal
39,0.1,41,688,D,same_key,D,correct,same_key,normal
39,0.1,42,668,D,same_key,D,correct,same_key,normal
39,0.1,43,746,D,same_key,D,correct,same_key,normal
39,0.1,44,671,D,same_key,D,correct,same_key,normal
39,0.1,45,705,D,same_key,D,correct,same_key,normal
39,0.1,46,610,D,same_key,D,correct,same_key,normal
39,0.1,47,649,D,same_key,D,correct,same_key,normal
39,0.1,48,628,D,same_key,D,correct,same_key,normal
39,0.1,49,590,D,same_key,D,correct,same_key,normal
39,0.1,50,671,D,same_key,D,correct,same_key,normal
39,0.1,51,607,D,same_key,D,correct,same_key,normal
39,0.1,52,611,D,same_key,D,correct,same_key,normal
39,0.1,53,628,D,same_key,D,correct,same_key,normal
39,0.1,54,708,D,same_key,D,correct,same_key,normal
39,0.1,55,784,D,same_key,D,correct,same_key,normal
39,0.1,56,688,D,same_key,D,correct,same_key,normal
39,0.1,57,709,D,same_key,D,correct,same_key,normal
39,0.1,58,823,D,same_key,D,correct,same_key,normal
39,0.1,59,611,D,same_key,D,correct,same_key,normal
39,0.1,60,667,D,same_key,D,correct,same_key,normal
39,0.1,61,884,S,different_key,S,correct,different_key,normal
39,0.1,62,648,D,different_key,D,correct,different_key,normal
39,0.1,63,766,D,same_key,D,correct,same_key,normal
39,0.1,64,688,D,same_key,D,correct,same_key,normal
39,0.1,65,688,D,same_key,D,correct,same_key,normal
39,0.1,66,767,S,different_key,S,correct,different_key,normal
39,0.1,67,1213,D,different_key,D,correct,different_key,normal
39,0.1,68,942,D,same_key,D,correct,same_key,normal
39,0.1,69,610,D,same_key,D,correct,same_key,normal
39,0.1,70,648,D,same_key,D,correct,same_key,normal
39,0.1,71,747,D,same_key,D,correct,same_key,normal
39,0.1,72,846,D,same_key,D,correct,same_key,normal
39,0.1,73,784,D,same_key,D,correct,same_key,normal
39,0.1,74,1138,D,same_key,D,correct,same_key,normal
39,0.1,75,667,D,same_key,D,correct,same_key,normal
39,0.1,76,804,D,same_key,D,correct,same_key,normal
39,0.1,77,982,D,same_key,D,correct,same_key,normal
39,0.1,78,686,S,different_key,S,correct,different_key,normal
39,0.1,79,767,D,different_key,D,correct,different_key,normal
39,0.1,80,1059,D,same_key,D,correct,same_key,normal
40,0.25,2,1196,D,,D,correct,,normal
40,0.25,3,884,D,same_key,D,correct,same_key,normal
40,0.25,4,746,D,same_key,D,correct,same_key,normal
40,0.25,5,1137,D,same_key,D,correct,same_key,normal
40,0.25,6,787,S,different_key,S,correct,different_key,normal
40,0.25,7,823,D,different_key,D,correct,different_key,normal
40,0.25,8,766,S,different_key,S,correct,different_key,normal
40,0.25,9,943,D,different_key,D,correct,different_key,normal
40,0.25,10,901,D,same_key,D,correct,same_key,normal
40,0.25,11,725,D,same_key,D,correct,same_key,normal
40,0.25,12,610,D,same_key,D,correct,same_key,normal
40,0.25,13,650,D,same_key,D,correct,same_key,normal
40,0.25,14,686,D,same_key,D,correct,same_key,normal
40,0.25,15,668,D,same_key,D,correct,same_key,normal
40,0.25,16,590,D,same_key,D,correct,same_key,normal
40,0.25,17,648,D,same_key,D,correct,same_key,normal
40,0.25,18,650,D,same_key,D,correct,same_key,normal
40,0.25,19,648,D,same_key,D,correct,same_key,normal
40,0.25,20,922,D,same_key,D,correct,same_key,normal
40,0.25,21,590,D,same_key,D,correct,same_key,normal
40,0.25,22,746,S,different_key,S,correct,different_key,normal
40,0.25,23,670,D,different_key,D,correct,different_key,normal
40,0.25,24,668,D,same_key,D,correct,same_key,normal
40,0.25,25,882,S,different_key,S,correct,different_key,normal
40,0.25,26,708,D,different_key,D,correct,different_key,normal
40,0.25,27,1176,S,different_key,S,correct,different_key,normal
40,0.25,28,883,D,different_key,D,correct,different_key,normal
40,0.25,29,748,D,same_key,D,correct,same_key,normal
40,0.25,30,668,D,same_key,D,correct,same_key,normal
40,0.25,31,688,D,same_key,D,correct,same_key,normal
40,0.25,32,589,S,different_key,D,incorrect,same_key,normal
40,0.25,33,824,S,same_key,S,correct,different_key,normal
40,0.25,34,689,D,different_key,D,correct,different_key,normal
40,0.25,35,1351,D,same_key,D,correct,same_key,normal
40,0.25,36,608,D,same_key,D,correct,same_key,normal
40,0.25,37,630,D,same_key,D,correct,same_key,normal
40,0.25,38,552,D,same_key,D,correct,same_key,normal
40,0.25,39,609,D,same_key,D,correct,same_key,normal
40,0.25,40,551,D,same_key,D,correct,same_key,normal
40,0.25,41,864,D,same_key,D,correct,same_key,normal
40,0.25,42,804,S,different_key,S,correct,different_key,normal
40,0.25,43,902,S,same_key,S,correct,same_key,normal
40,0.25,44,845,D,different_key,D,correct,different_key,normal
40,0.25,45,1155,D,same_key,D,correct,same_key,normal
40,0.25,46,688,D,same_key,D,correct,same_key,normal
40,0.25,47,844,D,same_key,D,correct,same_key,normal
40,0.25,48,668,D,same_key,D,correct,same_key,normal
40,0.25,49,610,D,same_key,D,correct,same_key,normal
40,0.25,50,804,S,different_key,S,correct,different_key,normal
40,0.25,51,669,S,same_key,S,correct,same_key,normal
40,0.25,52,610,D,different_key,D,correct,different_key,normal
40,0.25,53,708,D,same_key,D,correct,same_key,normal
40,0.25,54,804,D,same_key,D,correct,same_key,normal
40,0.25,55,687,D,same_key,D,correct,same_key,normal
40,0.25,56,728,D,same_key,D,correct,same_key,normal
40,0.25,57,726,D,same_key,D,correct,same_key,normal
40,0.25,58,669,D,same_key,D,correct,same_key,normal
40,0.25,59,531,D,same_key,D,correct,same_key,normal
40,0.25,60,746,S,different_key,S,correct,different_key,normal
40,0.25,61,746,S,same_key,S,correct,same_key,normal
40,0.25,62,668,S,same_key,S,correct,same_key,normal
40,0.25,63,1216,D,different_key,D,correct,different_key,normal
40,0.25,64,1156,D,same_key,D,correct,same_key,normal
40,0.25,65,590,D,same_key,D,correct,same_key,normal
40,0.25,66,708,D,same_key,D,correct,same_key,normal
40,0.25,67,648,D,same_key,D,correct,same_key,normal
40,0.25,68,573,S,different_key,D,incorrect,same_key,normal
40,0.25,69,685,D,different_key,D,correct,same_key,normal
40,0.25,70,688,D,same_key,D,correct,same_key,normal
40,0.25,71,590,D,same_key,D,correct,same_key,normal
40,0.25,72,728,S,different_key,S,correct,different_key,normal
40,0.25,73,688,S,same_key,S,correct,same_key,normal
40,0.25,74,688,D,different_key,D,correct,different_key,normal
40,0.25,75,726,S,different_key,S,correct,different_key,normal
40,0.25,76,689,D,different_key,D,correct,different_key,normal
40,0.25,77,786,D,same_key,D,correct,same_key,normal
40,0.25,78,590,D,same_key,D,correct,same_key,normal
40,0.25,79,590,D,same_key,D,correct,same_key,normal
40,0.25,80,570,D,same_key,D,correct,same_key,normal
41,0.25,2,942,D,,D,correct,,normal
41,0.25,3,824,S,different_key,S,correct,different_key,normal
41,0.25,4,648,S,same_key,S,correct,same_key,normal
41,0.25,5,1177,D,different_key,D,correct,different_key,normal
41,0.25,6,922,D,same_key,D,correct,same_key,normal
41,0.25,7,688,D,same_key,D,correct,same_key,normal
41,0.25,8,630,D,same_key,D,correct,same_key,normal
41,0.25,9,630,D,same_key,D,correct,same_key,normal
41,0.25,10,569,D,same_key,D,correct,same_key,normal
41,0.25,11,649,D,same_key,D,correct,same_key,normal
41,0.25,12,589,D,same_key,D,correct,same_key,normal
41,0.25,13,512,D,same_key,D,correct,same_key,normal
41,0.25,14,804,S,different_key,S,correct,different_key,normal
41,0.25,15,650,S,same_key,S,correct,same_key,normal
41,0.25,16,726,D,different_key,D,correct,different_key,normal
41,0.25,17,648,D,same_key,D,correct,same_key,normal
41,0.25,18,552,S,different_key,D,incorrect,same_key,normal
41,0.25,19,1020,D,different_key,D,correct,same_key,normal
41,0.25,20,630,D,same_key,D,correct,same_key,normal
41,0.25,21,706,S,different_key,S,correct,different_key,normal
41,0.25,22,824,D,different_key,D,correct,different_key,normal
41,0.25,23,746,D,same_key,D,correct,same_key,normal
41,0.25,24,668,D,same_key,D,correct,same_key,normal
41,0.25,25,766,S,different_key,S,correct,different_key,normal
41,0.25,26,1352,D,different_key,D,correct,different_key,normal
41,0.25,27,668,D,same_key,D,correct,same_key,normal
41,0.25,28,746,S,different_key,S,correct,different_key,normal
41,0.25,29,923,D,different_key,D,correct,different_key,normal
41,0.25,30,650,S,different_key,S,correct,different_key,normal
41,0.25,31,590,S,same_key,S,correct,same_key,normal
41,0.25,32,725,D,different_key,D,correct,different_key,normal
41,0.25,33,1410,D,same_key,D,correct,same_key,normal
41,0.25,34,826,S,different_key,S,correct,different_key,normal
41,0.25,35,1254,D,different_key,D,correct,different_key,normal
41,0.25,36,708,D,same_key,D,correct,same_key,normal
41,0.25,37,804,S,different_key,S,correct,different_key,normal
41,0.25,38,942,D,different_key,D,correct,different_key,normal
41,0.25,39,902,D,same_key,D,correct,same_key,normal
41,0.25,40,1118,D,same_key,D,correct,same_key,normal
41,0.25,41,862,S,different_key,S,correct,different_key,normal
41,0.25,42,766,D,different_key,D,correct,different_key,normal
41,0.25,43,731,D,same_key,D,correct,same_key,normal
41,0.25,44,703,D,same_key,D,correct,same_key,normal
41,0.25,45,590,S,different_key,D,incorrect,same_key,normal
41,0.25,46,708,D,different_key,D,correct,same_key,normal
41,0.25,47,726,S,different_key,S,correct,different_key,normal
41,0.25,48,746,S,same_key,S,correct,same_key,normal
41,0.25,49,786,D,different_key,D,correct,different_key,normal
41,0.25,50,767,D,same_key,D,correct,same_key,normal
41,0.25,51,688,S,different_key,S,correct,different_key,normal
41,0.25,52,862,D,different_key,D,correct,different_key,normal
41,0.25,53,921,D,same_key,D,correct,same_key,normal
41,0.25,54,827,S,different_key,S,correct,different_key,normal
41,0.25,55,979,D,different_key,D,correct,different_key,normal
41,0.25,56,1000,D,same_key,D,correct,same_key,normal
41,0.25,57,824,S,different_key,S,correct,different_key,normal
41,0.25,58,904,D,different_key,D,correct,different_key,normal
41,0.25,59,998,D,same_key,D,correct,same_key,normal
41,0.25,60,650,D,same_key,D,correct,same_key,normal
41,0.25,61,748,S,different_key,S,correct,different_key,normal
41,0.25,62,724,D,different_key,D,correct,different_key,normal
41,0.25,63,708,D,same_key,D,correct,same_key,normal
41,0.25,64,998,D,same_key,D,correct,same_key,normal
41,0.25,65,610,D,same_key,D,correct,same_key,normal
41,0.25,66,729,D,same_key,D,correct,same_key,normal
41,0.25,67,647,D,same_key,D,correct,same_key,normal
41,0.25,68,628,D,same_key,D,correct,same_key,normal
41,0.25,69,708,S,different_key,S,correct,different_key,normal
41,0.25,70,628,D,different_key,D,correct,different_key,normal
41,0.25,71,731,D,same_key,D,correct,same_key,normal
41,0.25,72,744,S,different_key,S,correct,different_key,normal
41,0.25,73,570,D,different_key,D,correct,different_key,normal
41,0.25,74,688,D,same_key,D,correct,same_key,normal
41,0.25,75,610,D,same_key,D,correct,same_key,normal
41,0.25,76,627,D,same_key,D,correct,same_key,normal
41,0.25,77,591,D,same_key,D,correct,same_key,normal
42,0.75,2,590,S,,S,correct,,normal
42,0.75,3,475,S,same_key,S,correct,same_key,normal
42,0.75,4,743,D,different_key,D,correct,different_key,normal
42,0.75,5,1236,S,different_key,S,correct,different_key,normal
42,0.75,6,492,S,same_key,S,correct,same_key,normal
42,0.75,7,570,S,same_key,S,correct,same_key,normal
42,0.75,8,570,S,same_key,S,correct,same_key,normal
42,0.75,9,552,S,same_key,S,correct,same_key,normal
42,0.75,10,609,S,same_key,S,correct,same_key,normal
42,0.75,11,533,S,same_key,S,correct,same_key,normal
42,0.75,12,628,S,same_key,S,correct,same_key,normal
42,0.75,13,492,S,same_key,S,correct,same_key,normal
42,0.75,14,591,S,same_key,S,correct,same_key,normal
42,0.75,15,570,S,same_key,S,correct,same_key,normal
42,0.75,16,648,S,same_key,S,correct,same_key,normal
42,0.75,17,668,D,different_key,D,correct,different_key,normal
42,0.75,18,843,S,different_key,S,correct,different_key,normal
42,0.75,19,903,S,same_key,S,correct,same_key,normal
42,0.75,20,494,S,same_key,S,correct,same_key,normal
42,0.75,21,529,S,same_key,S,correct,same_key,normal
42,0.75,22,590,S,same_key,S,correct,same_key,normal
42,0.75,23,570,S,same_key,S,correct,same_key,normal
42,0.75,24,650,S,same_key,S,correct,same_key,normal
42,0.75,25,706,D,different_key,D,correct,different_key,normal
42,0.75,26,786,D,same_key,D,correct,same_key,normal
42,0.75,27,668,S,different_key,D,incorrect,same_key,normal
42,0.75,28,804,D,different_key,D,correct,same_key,normal
42,0.75,29,668,S,different_key,S,correct,different_key,normal
42,0.75,30,590,S,same_key,S,correct,same_key,normal
42,0.75,31,590,S,same_key,S,correct,same_key,normal
42,0.75,32,804,D,different_key,D,correct,different_key,normal
42,0.75,33,728,D,same_key,D,correct,same_key,normal
42,0.75,34,668,D,same_key,D,correct,same_key,normal
42,0.75,35,728,S,different_key,S,correct,different_key,normal
42,0.75,36,666,S,same_key,S,correct,same_key,normal
42,0.75,37,726,D,different_key,D,correct,different_key,normal
42,0.75,38,1060,S,different_key,S,correct,different_key,normal
42,0.75,39,590,S,same_key,S,correct,same_key,normal
42,0.75,40,551,S,same_key,S,correct,same_key,normal
42,0.75,41,512,S,same_key,S,correct,same_key,normal
42,0.75,42,532,S,same_key,S,correct,same_key,normal
42,0.75,43,532,S,same_key,S,correct,same_key,normal
