"","trial_number","prob_same","response_number","time_taken","response_was_S","response_was_correct","target_response_switched","target_response_was_S","actual_response_switched","previous_actual_response_was_switch","previous_target_response_was_switch","previous_response_was_error","number_of_same_preceeding","number_of_different_preceeding"
"1",1,0.9,2,945,1,1,1,1,0,0,0,0,0,0
"2",1,0.9,3,911,0,1,1,0,1,0,1,0,0,0
"3",1,0.9,4,1432,0,1,0,0,0,1,1,0,0,1
"4",1,0.9,5,959,0,1,0,0,0,0,0,0,0,2
"5",1,0.9,6,881,0,1,0,0,0,0,0,0,0,3
"6",1,0.9,7,760,0,1,0,0,0,0,0,0,0,4
"7",1,0.9,8,888,0,1,0,0,0,0,0,0,0,5
"8",1,0.9,9,929,0,1,0,0,0,0,0,0,0,6
"9",1,0.9,10,1015,0,1,0,0,0,0,0,0,0,7
"10",1,0.9,11,752,0,1,0,0,0,0,0,0,0,8
"11",1,0.9,12,913,0,1,0,0,0,0,0,0,0,9
"12",1,0.9,13,847,0,1,0,0,0,0,0,0,0,10
"13",1,0.9,14,840,0,1,0,0,0,0,0,0,0,11
"14",1,0.9,15,792,0,1,0,0,0,0,0,0,0,12
"15",1,0.9,16,736,0,1,0,0,0,0,0,0,0,13
"16",1,0.9,17,752,0,1,0,0,0,0,0,0,0,14
"17",1,0.9,18,792,0,1,0,0,0,0,0,0,0,15
"18",1,0.9,19,736,0,1,0,0,0,0,0,0,0,16
"19",1,0.9,20,721,0,1,0,0,0,0,0,0,0,17
"20",1,0.9,21,751,0,1,0,0,0,0,0,0,0,18
"21",1,0.9,22,696,0,1,0,0,0,0,0,0,0,19
"22",1,0.9,23,770,0,1,0,0,0,0,0,0,0,20
"23",1,0.9,24,857,0,1,0,0,0,0,0,0,0,21
"24",1,0.9,25,813,0,1,0,0,0,0,0,0,0,22
"25",1,0.9,26,720,0,1,0,0,0,0,0,0,0,23
"26",1,0.9,27,704,0,1,0,0,0,0,0,0,0,24
"27",1,0.9,28,695,0,1,0,0,0,0,0,0,0,25
"28",1,0.9,29,754,0,1,0,0,0,0,0,0,0,26
"29",1,0.9,30,719,0,1,0,0,0,0,0,0,0,27
"30",1,0.9,31,968,0,1,0,0,0,0,0,0,0,28
"31",1,0.9,32,731,0,1,0,0,0,0,0,0,0,29
"32",1,0.9,33,751,0,1,0,0,0,0,0,0,0,30
"33",1,0.9,34,768,0,1,0,0,0,0,0,0,0,31
"34",1,0.9,35,718,0,0,1,1,0,0,0,0,0,0
"35",1,0.9,36,1216,1,1,0,1,1,0,1,1,1,0
"36",1,0.9,37,683,1,1,0,1,0,1,0,0,2,0
"37",1,0.9,38,725,1,1,0,1,0,0,0,0,3,0
"38",1,0.9,39,755,1,1,0,1,0,0,0,0,4,0
"39",1,0.9,40,662,1,1,0,1,0,0,0,0,5,0
"40",1,0.9,41,720,1,1,0,1,0,0,0,0,6,0
"41",1,0.9,42,664,1,1,0,1,0,0,0,0,7,0
"42",1,0.9,43,888,1,1,0,1,0,0,0,0,8,0
"43",1,0.9,44,759,1,1,0,1,0,0,0,0,9,0
"44",1,0.9,45,712,1,1,0,1,0,0,0,0,10,0
"45",1,0.9,46,633,1,1,0,1,0,0,0,0,11,0
"46",1,0.9,47,664,1,1,0,1,0,0,0,0,12,0
"47",1,0.9,48,680,1,1,0,1,0,0,0,0,13,0
"48",1,0.9,49,655,1,1,0,1,0,0,0,0,14,0
"49",1,0.9,50,753,0,1,1,0,1,0,0,0,0,0
"50",1,0.9,51,744,0,1,0,0,0,1,1,0,0,1
"51",1,0.9,52,731,0,1,0,0,0,0,0,0,0,2
"52",1,0.9,53,750,0,1,0,0,0,0,0,0,0,3
"53",1,0.9,54,855,0,1,0,0,0,0,0,0,0,4
"54",1,0.9,55,664,0,1,0,0,0,0,0,0,0,5
"55",1,0.9,56,928,0,1,0,0,0,0,0,0,0,6
"56",1,0.9,57,697,0,1,0,0,0,0,0,0,0,7
"57",1,0.9,58,829,0,1,0,0,0,0,0,0,0,8
"58",1,0.9,59,738,0,1,0,0,0,0,0,0,0,9
"59",1,0.9,60,768,0,1,0,0,0,0,0,0,0,10
"60",1,0.9,61,672,0,1,0,0,0,0,0,0,0,11
"61",1,0.9,62,648,0,1,0,0,0,0,0,0,0,12
"62",1,0.9,63,675,0,1,0,0,0,0,0,0,0,13
"63",1,0.9,64,669,0,1,0,0,0,0,0,0,0,14
"64",1,0.9,65,849,0,0,1,1,0,0,0,0,0,0
"65",1,0.9,66,999,1,1,0,1,1,0,1,1,1,0
"66",2,0.6,2,746,0,1,0,0,1,1,0,0,0,0
"67",2,0.6,3,958,1,1,1,1,1,1,0,0,0,0
"68",2,0.6,4,632,1,1,0,1,0,1,1,0,1,0
"69",2,0.6,5,640,1,1,0,1,0,0,0,0,2,0
"70",2,0.6,6,672,1,1,0,1,0,0,0,0,3,0
"71",2,0.6,7,701,0,1,1,0,1,0,0,0,0,0
"72",2,0.6,8,795,0,1,0,0,0,1,1,0,0,1
"73",2,0.6,9,848,0,1,0,0,0,0,0,0,0,2
"74",2,0.6,10,1048,1,1,1,1,1,0,0,0,0,0
"75",2,0.6,11,1025,0,1,1,0,1,1,1,0,0,0
"76",2,0.6,12,992,0,1,0,0,0,1,1,0,0,1
"77",2,0.6,13,679,0,1,0,0,0,0,0,0,0,2
"78",2,0.6,14,712,0,1,0,0,0,0,0,0,0,3
"79",2,0.6,15,672,0,1,0,0,0,0,0,0,0,4
"80",2,0.6,16,657,0,1,0,0,0,0,0,0,0,5
"81",2,0.6,17,687,0,1,0,0,0,0,0,0,0,6
"82",2,0.6,18,784,1,1,1,1,1,0,0,0,0,0
"83",2,0.6,19,992,0,1,1,0,1,1,1,0,0,0
"84",2,0.6,20,784,0,0,1,1,0,1,1,0,0,0
"85",2,0.6,21,1024,1,1,0,1,1,0,1,1,1,0
"86",2,0.6,22,744,1,1,0,1,0,1,0,0,2,0
"87",2,0.6,23,841,1,1,0,1,0,0,0,0,3,0
"88",2,0.6,24,720,0,1,1,0,1,0,0,0,0,0
"89",2,0.6,25,769,0,1,0,0,0,1,1,0,0,1
"90",2,0.6,26,691,0,0,1,1,0,0,0,0,0,0
"91",2,0.6,27,691,1,1,0,1,1,0,1,1,1,0
"92",2,0.6,28,872,0,1,1,0,1,1,0,0,0,0
"93",2,0.6,29,800,1,0,0,0,1,1,1,0,0,1
"94",2,0.6,30,792,0,0,1,1,1,1,0,1,0,0
"95",2,0.6,31,889,1,1,0,1,1,1,1,1,1,0
"96",2,0.6,32,1800,0,1,1,0,1,1,0,0,0,0
"97",2,0.6,33,663,0,0,1,1,0,1,1,0,0,0
"98",2,0.6,34,1577,0,1,1,0,0,0,1,1,0,0
"99",2,0.6,35,816,1,1,1,1,1,0,1,0,0,0
"100",2,0.6,36,904,0,1,1,0,1,1,1,0,0,0
"101",2,0.6,37,904,1,1,1,1,1,1,1,0,0,0
"102",2,0.6,38,744,1,1,0,1,0,1,1,0,1,0
"103",2,0.6,39,777,0,1,1,0,1,0,0,0,0,0
"104",2,0.6,40,1031,0,1,0,0,0,1,1,0,0,1
"105",2,0.6,41,880,1,1,1,1,1,0,0,0,0,0
"106",2,0.6,42,824,0,1,1,0,1,1,1,0,0,0
"107",2,0.6,43,984,1,1,1,1,1,1,1,0,0,0
"108",2,0.6,44,1024,1,1,0,1,0,1,1,0,1,0
"109",2,0.6,45,792,0,1,1,0,1,0,0,0,0,0
"110",2,0.6,46,769,1,1,1,1,1,1,1,0,0,0
"111",2,0.6,47,772,1,1,0,1,0,1,1,0,1,0
"112",2,0.6,48,763,1,1,0,1,0,0,0,0,2,0
"113",2,0.6,49,721,1,1,0,1,0,0,0,0,3,0
"114",2,0.6,50,713,0,1,1,0,1,0,0,0,0,0
"115",2,0.6,51,999,0,1,0,0,0,1,1,0,0,1
"116",2,0.6,52,871,1,1,1,1,1,0,0,0,0,0
"117",2,0.6,53,680,1,1,0,1,0,1,1,0,1,0
"118",2,0.6,54,867,0,1,1,0,1,0,0,0,0,0
"119",2,0.6,55,917,0,1,0,0,0,1,1,0,0,1
"120",2,0.6,56,688,0,1,0,0,0,0,0,0,0,2
"121",2,0.6,57,747,1,1,1,1,1,0,0,0,0,0
"122",2,0.6,58,653,1,1,0,1,0,1,1,0,1,0
"123",2,0.6,59,608,1,1,0,1,0,0,0,0,2,0
"124",2,0.6,60,715,1,1,0,1,0,0,0,0,3,0
"125",2,0.6,61,565,1,1,0,1,0,0,0,0,4,0
"126",2,0.6,62,585,1,1,0,1,0,0,0,0,5,0
"127",2,0.6,63,607,1,1,0,1,0,0,0,0,6,0
"128",2,0.6,64,761,0,1,1,0,1,0,0,0,0,0
"129",2,0.6,65,1088,1,1,1,1,1,1,1,0,0,0
"130",2,0.6,66,784,0,1,1,0,1,1,1,0,0,0
"131",2,0.6,67,1408,0,1,0,0,0,1,1,0,0,1
"132",2,0.6,68,944,0,1,0,0,0,0,0,0,0,2
"133",2,0.6,69,800,1,1,1,1,1,0,0,0,0,0
"134",2,0.6,70,703,1,1,0,1,0,1,1,0,1,0
"135",2,0.6,71,705,1,1,0,1,0,0,0,0,2,0
"136",3,0.7,2,664,0,1,0,0,1,0,0,0,0,0
"137",3,0.7,3,640,0,1,0,0,0,1,0,0,0,1
"138",3,0.7,4,664,0,1,0,0,0,0,0,0,0,2
"139",3,0.7,5,697,0,1,0,0,0,0,0,0,0,3
"140",3,0.7,6,647,0,1,0,0,0,0,0,0,0,4
"141",3,0.7,7,810,1,1,1,1,1,0,0,0,0,0
"142",3,0.7,8,631,1,1,0,1,0,1,1,0,1,0
"143",3,0.7,9,630,1,1,0,1,0,0,0,0,2,0
"144",3,0.7,10,697,0,1,1,0,1,0,0,0,0,0
"145",3,0.7,11,872,1,1,1,1,1,1,1,0,0,0
"146",3,0.7,12,779,1,1,0,1,0,1,1,0,1,0
"147",3,0.7,13,686,0,1,1,0,1,0,0,0,0,0
"148",3,0.7,14,855,1,0,0,0,1,1,1,0,0,1
"149",3,0.7,15,1496,0,1,0,0,1,1,0,1,0,2
"150",3,0.7,16,720,0,1,0,0,0,1,0,0,0,3
"151",3,0.7,17,720,0,1,0,0,0,0,0,0,0,4
"152",3,0.7,18,744,0,1,0,0,0,0,0,0,0,5
"153",3,0.7,19,776,1,1,1,1,1,0,0,0,0,0
"154",3,0.7,20,616,1,1,0,1,0,1,1,0,1,0
"155",3,0.7,21,600,1,1,0,1,0,0,0,0,2,0
"156",3,0.7,22,599,1,1,0,1,0,0,0,0,3,0
"157",3,0.7,23,722,0,1,1,0,1,0,0,0,0,0
"158",3,0.7,24,831,1,1,1,1,1,1,1,0,0,0
"159",3,0.7,25,648,1,1,0,1,0,1,1,0,1,0
"160",3,0.7,26,673,1,1,0,1,0,0,0,0,2,0
"161",3,0.7,27,664,1,1,0,1,0,0,0,0,3,0
"162",3,0.7,28,794,0,1,1,0,1,0,0,0,0,0
"163",3,0.7,29,846,0,1,0,0,0,1,1,0,0,1
"164",3,0.7,30,864,1,1,1,1,1,0,0,0,0,0
"165",3,0.7,31,624,1,1,0,1,0,1,1,0,1,0
"166",3,0.7,32,647,1,1,0,1,0,0,0,0,2,0
"167",3,0.7,33,584,1,1,0,1,0,0,0,0,3,0
"168",3,0.7,34,813,0,1,1,0,1,0,0,0,0,0
"169",3,0.7,35,868,1,1,1,1,1,1,1,0,0,0
"170",3,0.7,36,600,1,1,0,1,0,1,1,0,1,0
"171",3,0.7,37,607,1,1,0,1,0,0,0,0,2,0
"172",3,0.7,38,672,1,1,0,1,0,0,0,0,3,0
"173",3,0.7,39,651,1,1,0,1,0,0,0,0,4,0
"174",3,0.7,40,653,1,1,0,1,0,0,0,0,5,0
"175",3,0.7,41,754,0,1,1,0,1,0,0,0,0,0
"176",3,0.7,42,1038,0,1,0,0,0,1,1,0,0,1
"177",3,0.7,43,808,0,1,0,0,0,0,0,0,0,2
"178",3,0.7,44,953,1,1,1,1,1,0,0,0,0,0
"179",3,0.7,45,647,1,1,0,1,0,1,1,0,1,0
"180",3,0.7,46,649,1,1,0,1,0,0,0,0,2,0
"181",3,0.7,47,712,0,1,1,0,1,0,0,0,0,0
"182",3,0.7,48,1256,0,1,0,0,0,1,1,0,0,1
"183",3,0.7,49,884,1,1,1,1,1,0,0,0,0,0
"184",3,0.7,50,588,1,1,0,1,0,1,1,0,1,0
"185",3,0.7,51,775,0,1,1,0,1,0,0,0,0,0
"186",3,0.7,52,816,0,1,0,0,0,1,1,0,0,1
"187",3,0.7,53,674,0,1,0,0,0,0,0,0,0,2
"188",3,0.7,54,791,1,1,1,1,1,0,0,0,0,0
"189",3,0.7,55,616,1,1,0,1,0,1,1,0,1,0
"190",3,0.7,56,664,1,1,0,1,0,0,0,0,2,0
"191",3,0.7,57,683,1,1,0,1,0,0,0,0,3,0
"192",3,0.7,58,685,1,1,0,1,0,0,0,0,4,0
"193",3,0.7,59,825,0,1,1,0,1,0,0,0,0,0
"194",3,0.7,60,1023,1,1,1,1,1,1,1,0,0,0
"195",3,0.7,61,704,1,1,0,1,0,1,1,0,1,0
"196",3,0.7,62,883,0,1,1,0,1,0,0,0,0,0
"197",3,0.7,63,1013,0,1,0,0,0,1,1,0,0,1
"198",3,0.7,64,848,0,1,0,0,0,0,0,0,0,2
"199",3,0.7,65,760,0,1,0,0,0,0,0,0,0,3
"200",3,0.7,66,682,0,1,0,0,0,0,0,0,0,4
"201",3,0.7,67,662,0,1,0,0,0,0,0,0,0,5
"202",3,0.7,68,624,0,1,0,0,0,0,0,0,0,6
"203",3,0.7,69,808,0,1,0,0,0,0,0,0,0,7
"204",3,0.7,70,657,0,1,0,0,0,0,0,0,0,8
"205",3,0.7,71,801,1,1,1,1,1,0,0,0,0,0
"206",3,0.7,72,622,1,1,0,1,0,1,1,0,1,0
"207",3,0.7,73,832,0,1,1,0,1,0,0,0,0,0
"208",3,0.7,74,884,1,1,1,1,1,1,1,0,0,0
"209",3,0.7,75,580,1,1,0,1,0,1,1,0,1,0
"210",3,0.7,76,824,0,1,1,0,1,0,0,0,0,0
"211",3,0.7,77,904,0,1,0,0,0,1,1,0,0,1
"212",3,0.7,78,882,1,1,1,1,1,0,0,0,0,0
"213",3,0.7,79,663,1,1,0,1,0,1,1,0,1,0
"214",4,0.6,2,3132,1,0,1,0,0,0,0,0,0,0
"215",4,0.6,3,1109,0,1,0,0,1,0,1,1,0,1
"216",4,0.6,4,903,1,1,1,1,1,1,0,0,0,0
"217",4,0.6,5,728,1,1,0,1,0,1,1,0,1,0
"218",4,0.6,6,825,0,1,1,0,1,0,0,0,0,0
"219",4,0.6,7,760,0,1,0,0,0,1,1,0,0,1
"220",4,0.6,8,664,0,1,0,0,0,0,0,0,0,2
"221",4,0.6,9,656,0,1,0,0,0,0,0,0,0,3
"222",4,0.6,10,720,1,1,1,1,1,0,0,0,0,0
"223",4,0.6,11,616,1,1,0,1,0,1,1,0,1,0
"224",4,0.6,12,728,0,1,1,0,1,0,0,0,0,0
"225",4,0.6,13,1041,1,1,1,1,1,1,1,0,0,0
"226",4,0.6,14,814,1,1,0,1,0,1,1,0,1,0
"227",4,0.6,15,744,0,1,1,0,1,0,0,0,0,0
"228",4,0.6,16,777,1,1,1,1,1,1,1,0,0,0
"229",4,0.6,17,682,1,1,0,1,0,1,1,0,1,0
"230",4,0.6,18,710,1,1,0,1,0,0,0,0,2,0
"231",4,0.6,19,777,0,1,1,0,1,0,0,0,0,0
"232",4,0.6,20,935,1,1,1,1,1,1,1,0,0,0
"233",4,0.6,21,648,1,1,0,1,0,1,1,0,1,0
"234",4,0.6,22,615,1,1,0,1,0,0,0,0,2,0
"235",4,0.6,23,745,0,1,1,0,1,0,0,0,0,0
"236",4,0.6,24,833,0,1,0,0,0,1,1,0,0,1
"237",4,0.6,25,639,0,1,0,0,0,0,0,0,0,2
"238",4,0.6,26,656,0,1,0,0,0,0,0,0,0,3
"239",4,0.6,27,1011,1,1,1,1,1,0,0,0,0,0
"240",4,0.6,28,877,0,1,1,0,1,1,1,0,0,0
"241",4,0.6,29,881,1,0,0,0,1,1,1,0,0,1
"242",4,0.6,30,1223,0,1,0,0,1,1,0,1,0,2
"243",4,0.6,31,792,0,1,0,0,0,1,0,0,0,3
"244",4,0.6,32,704,0,1,0,0,0,0,0,0,0,4
"245",4,0.6,33,688,0,1,0,0,0,0,0,0,0,5
"246",4,0.6,34,624,0,0,1,1,0,0,0,0,0,0
"247",4,0.6,35,1096,0,1,1,0,0,0,1,1,0,0
"248",4,0.6,36,1456,0,1,0,0,0,0,1,0,0,1
"249",4,0.6,37,690,0,1,0,0,0,0,0,0,0,2
"250",4,0.6,38,710,0,1,0,0,0,0,0,0,0,3
"251",4,0.6,39,800,1,1,1,1,1,0,0,0,0,0
"252",4,0.6,40,600,1,1,0,1,0,1,1,0,1,0
"253",4,0.6,41,761,0,1,1,0,1,0,0,0,0,0
"254",4,0.6,42,1664,1,1,1,1,1,1,1,0,0,0
"255",4,0.6,43,631,1,1,0,1,0,1,1,0,1,0
"256",4,0.6,44,760,0,1,1,0,1,0,0,0,0,0
"257",4,0.6,45,769,1,0,0,0,1,1,1,0,0,1
"258",4,0.6,46,1016,0,1,0,0,1,1,0,1,0,2
"259",4,0.6,47,696,0,1,0,0,0,1,0,0,0,3
"260",4,0.6,48,784,0,0,1,1,0,0,0,0,0,0
"261",4,0.6,49,712,1,1,0,1,1,0,1,1,1,0
"262",4,0.6,50,640,1,1,0,1,0,1,0,0,2,0
"263",4,0.6,51,672,1,1,0,1,0,0,0,0,3,0
"264",4,0.6,52,814,0,1,1,0,1,0,0,0,0,0
"265",4,0.6,53,802,1,0,0,0,1,1,1,0,0,1
"266",4,0.6,54,1009,0,0,1,1,1,1,0,1,0,0
"267",4,0.6,55,639,1,1,0,1,1,1,1,1,1,0
"268",4,0.6,56,1272,1,0,1,0,0,1,0,0,0,0
"269",4,0.6,57,1290,0,1,0,0,1,0,1,1,0,1
"270",4,0.6,58,846,0,1,0,0,0,1,0,0,0,2
"271",4,0.6,59,729,0,1,0,0,0,0,0,0,0,3
"272",4,0.6,60,643,0,0,1,1,0,0,0,0,0,0
"273",4,0.6,61,596,1,1,0,1,1,0,1,1,1,0
"274",4,0.6,62,1306,0,1,1,0,1,1,0,0,0,0
"275",4,0.6,63,1319,0,1,0,0,0,1,1,0,0,1
"276",4,0.6,64,623,0,0,1,1,0,0,0,0,0,0
"277",4,0.6,65,649,1,1,0,1,1,0,1,1,1,0
"278",4,0.6,66,607,1,1,0,1,0,1,0,0,2,0
"279",4,0.6,67,912,0,1,1,0,1,0,0,0,0,0
"280",4,0.6,68,992,1,1,1,1,1,1,1,0,0,0
"281",4,0.6,69,704,1,1,0,1,0,1,1,0,1,0
"282",5,0.5,2,720,1,1,0,1,0,0,0,0,2,0
"283",5,0.5,3,763,1,1,0,1,0,0,0,0,3,0
"284",5,0.5,4,654,0,1,1,0,1,0,0,0,0,0
"285",5,0.5,5,784,0,0,1,1,0,1,1,0,0,0
"286",5,0.5,6,2775,0,1,1,0,0,0,1,1,0,0
"287",5,0.5,7,736,0,1,0,0,0,0,1,0,0,1
"288",5,0.5,8,705,0,1,0,0,0,0,0,0,0,2
"289",5,0.5,9,871,1,1,1,1,1,0,0,0,0,0
"290",5,0.5,10,629,1,1,0,1,0,1,1,0,1,0
"291",5,0.5,11,667,1,1,0,1,0,0,0,0,2,0
"292",5,0.5,12,846,0,1,1,0,1,0,0,0,0,0
"293",5,0.5,13,1023,1,1,1,1,1,1,1,0,0,0
"294",5,0.5,14,859,0,1,1,0,1,1,1,0,0,0
"295",5,0.5,15,1089,1,1,1,1,1,1,1,0,0,0
"296",5,0.5,16,760,1,1,0,1,0,1,1,0,1,0
"297",5,0.5,17,767,0,1,1,0,1,0,0,0,0,0
"298",5,0.5,18,936,0,1,0,0,0,1,1,0,0,1
"299",5,0.5,19,816,0,1,0,0,0,0,0,0,0,2
"300",5,0.5,20,1008,1,1,1,1,1,0,0,0,0,0
"301",5,0.5,21,720,1,1,0,1,0,1,1,0,1,0
"302",5,0.5,22,888,0,1,1,0,1,0,0,0,0,0
"303",5,0.5,23,761,0,1,0,0,0,1,1,0,0,1
"304",5,0.5,24,879,0,1,0,0,0,0,0,0,0,2
"305",5,0.5,25,768,1,1,1,1,1,0,0,0,0,0
"306",5,0.5,26,961,0,1,1,0,1,1,1,0,0,0
"307",5,0.5,27,945,0,1,0,0,0,1,1,0,0,1
"308",5,0.5,28,952,1,1,1,1,1,0,0,0,0,0
"309",5,0.5,29,668,1,1,0,1,0,1,1,0,1,0
"310",5,0.5,30,819,0,1,1,0,1,0,0,0,0,0
"311",5,0.5,31,1423,0,1,0,0,0,1,1,0,0,1
"312",5,0.5,32,809,1,1,1,1,1,0,0,0,0,0
"313",5,0.5,33,632,1,1,0,1,0,1,1,0,1,0
"314",5,0.5,34,663,1,1,0,1,0,0,0,0,2,0
"315",5,0.5,35,634,1,1,0,1,0,0,0,0,3,0
"316",5,0.5,36,823,0,1,1,0,1,0,0,0,0,0
"317",5,0.5,37,903,1,1,1,1,1,1,1,0,0,0
"318",5,0.5,38,825,0,1,1,0,1,1,1,0,0,0
"319",5,0.5,39,944,1,0,0,0,1,1,1,0,0,1
"320",5,0.5,40,1378,1,1,1,1,0,1,0,1,0,0
"321",5,0.5,41,846,0,1,1,0,1,0,1,0,0,0
"322",5,0.5,42,833,0,1,0,0,0,1,1,0,0,1
"323",5,0.5,43,840,1,1,1,1,1,0,0,0,0,0
"324",5,0.5,44,855,0,1,1,0,1,1,1,0,0,0
"325",5,0.5,45,840,0,1,0,0,0,1,1,0,0,1
"326",5,0.5,46,1032,0,1,0,0,0,0,0,0,0,2
"327",5,0.5,47,736,1,1,1,1,1,0,0,0,0,0
"328",5,0.5,48,812,1,1,0,1,0,1,1,0,1,0
"329",5,0.5,49,900,0,1,1,0,1,0,0,0,0,0
"330",5,0.5,50,785,0,1,0,0,0,1,1,0,0,1
"331",5,0.5,51,895,1,1,1,1,1,0,0,0,0,0
"332",5,0.5,52,800,0,1,1,0,1,1,1,0,0,0
"333",5,0.5,53,1057,1,1,1,1,1,1,1,0,0,0
"334",5,0.5,54,863,1,1,0,1,0,1,1,0,1,0
"335",5,0.5,55,840,1,1,0,1,0,0,0,0,2,0
"336",5,0.5,56,728,1,1,0,1,0,0,0,0,3,0
"337",5,0.5,57,744,0,1,1,0,1,0,0,0,0,0
"338",5,0.5,58,841,1,0,0,0,1,1,1,0,0,1
"339",5,0.5,59,1231,0,0,1,1,1,1,0,1,0,0
"340",5,0.5,60,1368,0,1,1,0,0,1,1,1,0,0
"341",5,0.5,61,920,1,1,1,1,1,0,1,0,0,0
"342",5,0.5,62,801,1,1,0,1,0,1,1,0,1,0
"343",5,0.5,63,879,0,1,1,0,1,0,0,0,0,0
"344",5,0.5,64,872,1,1,1,1,1,1,1,0,0,0
"345",5,0.5,65,674,1,1,0,1,0,1,1,0,1,0
"346",5,0.5,66,718,1,1,0,1,0,0,0,0,2,0
"347",5,0.5,67,809,0,1,1,0,1,0,0,0,0,0
"348",6,0.8,2,625,1,1,0,1,1,1,1,0,0,0
"349",6,0.8,3,705,1,1,0,1,0,1,0,0,1,0
"350",6,0.8,4,672,0,1,1,0,1,0,0,0,0,0
"351",6,0.8,5,1072,0,1,0,0,0,1,1,0,0,1
"352",6,0.8,6,695,0,1,0,0,0,0,0,0,0,2
"353",6,0.8,7,840,1,1,1,1,1,0,0,0,0,0
"354",6,0.8,8,785,1,1,0,1,0,1,1,0,1,0
"355",6,0.8,9,759,1,1,0,1,0,0,0,0,2,0
"356",6,0.8,10,625,1,1,0,1,0,0,0,0,3,0
"357",6,0.8,11,651,1,1,0,1,0,0,0,0,4,0
"358",6,0.8,12,621,1,1,0,1,0,0,0,0,5,0
"359",6,0.8,13,672,1,1,0,1,0,0,0,0,6,0
"360",6,0.8,14,610,1,1,0,1,0,0,0,0,7,0
"361",6,0.8,15,654,1,1,0,1,0,0,0,0,8,0
"362",6,0.8,16,632,1,1,0,1,0,0,0,0,9,0
"363",6,0.8,17,632,1,1,0,1,0,0,0,0,10,0
"364",6,0.8,18,641,1,1,0,1,0,0,0,0,11,0
"365",6,0.8,19,793,0,1,1,0,1,0,0,0,0,0
"366",6,0.8,20,800,0,1,0,0,0,1,1,0,0,1
"367",6,0.8,21,1006,1,1,1,1,1,0,0,0,0,0
"368",6,0.8,22,752,1,1,0,1,0,1,1,0,1,0
"369",6,0.8,23,848,1,1,0,1,0,0,0,0,2,0
"370",6,0.8,24,600,1,1,0,1,0,0,0,0,3,0
"371",6,0.8,25,640,1,1,0,1,0,0,0,0,4,0
"372",6,0.8,26,616,1,1,0,1,0,0,0,0,5,0
"373",6,0.8,27,744,0,1,1,0,1,0,0,0,0,0
"374",6,0.8,28,895,1,1,1,1,1,1,1,0,0,0
"375",6,0.8,29,577,1,1,0,1,0,1,1,0,1,0
"376",6,0.8,30,744,0,1,1,0,1,0,0,0,0,0
"377",6,0.8,31,1112,0,1,0,0,0,1,1,0,0,1
"378",6,0.8,32,712,0,1,0,0,0,0,0,0,0,2
"379",6,0.8,33,713,0,1,0,0,0,0,0,0,0,3
"380",6,0.8,34,767,0,1,0,0,0,0,0,0,0,4
"381",6,0.8,35,805,1,1,1,1,1,0,0,0,0,0
"382",6,0.8,36,747,1,1,0,1,0,1,1,0,1,0
"383",6,0.8,37,704,1,1,0,1,0,0,0,0,2,0
"384",6,0.8,38,672,1,1,0,1,0,0,0,0,3,0
"385",6,0.8,39,680,1,1,0,1,0,0,0,0,4,0
"386",6,0.8,40,689,1,1,0,1,0,0,0,0,5,0
"387",6,0.8,41,647,1,1,0,1,0,0,0,0,6,0
"388",6,0.8,42,657,1,1,0,1,0,0,0,0,7,0
"389",6,0.8,43,799,0,1,1,0,1,0,0,0,0,0
"390",6,0.8,44,793,0,1,0,0,0,1,1,0,0,1
"391",6,0.8,45,919,0,1,0,0,0,0,0,0,0,2
"392",6,0.8,46,688,0,1,0,0,0,0,0,0,0,3
"393",6,0.8,47,729,0,1,0,0,0,0,0,0,0,4
"394",6,0.8,48,704,0,1,0,0,0,0,0,0,0,5
"395",6,0.8,49,951,1,1,1,1,1,0,0,0,0,0
"396",6,0.8,50,697,1,1,0,1,0,1,1,0,1,0
"397",6,0.8,51,1096,0,1,1,0,1,0,0,0,0,0
"398",6,0.8,52,815,1,0,0,0,1,1,1,0,0,1
"399",6,0.8,53,1049,0,0,1,1,1,1,0,1,0,0
"400",6,0.8,54,707,1,1,0,1,1,1,1,1,1,0
"401",6,0.8,55,1252,1,1,0,1,0,1,0,0,2,0
"402",6,0.8,56,656,1,1,0,1,0,0,0,0,3,0
"403",6,0.8,57,686,1,1,0,1,0,0,0,0,4,0
"404",6,0.8,58,747,0,1,1,0,1,0,0,0,0,0
"405",6,0.8,59,784,0,1,0,0,0,1,1,0,0,1
"406",6,0.8,60,680,0,1,0,0,0,0,0,0,0,2
"407",6,0.8,61,775,0,1,0,0,0,0,0,0,0,3
"408",6,0.8,62,888,1,1,1,1,1,0,0,0,0,0
"409",6,0.8,63,626,1,1,0,1,0,1,1,0,1,0
"410",6,0.8,64,711,1,1,0,1,0,0,0,0,2,0
"411",6,0.8,65,657,1,1,0,1,0,0,0,0,3,0
"412",6,0.8,66,599,1,1,0,1,0,0,0,0,4,0
"413",6,0.8,67,648,1,1,0,1,0,0,0,0,5,0
"414",6,0.8,68,666,1,1,0,1,0,0,0,0,6,0
"415",6,0.8,69,639,1,1,0,1,0,0,0,0,7,0
"416",6,0.8,70,783,0,1,1,0,1,0,0,0,0,0
"417",6,0.8,71,832,1,0,0,0,1,1,1,0,0,1
"418",6,0.8,72,1352,1,1,1,1,0,1,0,1,0,0
"419",6,0.8,73,808,1,1,0,1,0,0,1,0,1,0
