trial_num,prob_same,response_num,time_taken,response,correct,switch,target
4.0,0.6,55.0,639.0,1.0,1.0,0.0,1.0
4.0,0.6,56.0,1272.0,1.0,0.0,1.0,0.0
4.0,0.6,57.0,1290.0,0.0,1.0,0.0,0.0
4.0,0.6,58.0,846.0,0.0,1.0,0.0,0.0
4.0,0.6,59.0,729.0,0.0,1.0,0.0,0.0
4.0,0.6,60.0,643.0,0.0,0.0,1.0,1.0
4.0,0.6,61.0,596.0,1.0,1.0,0.0,1.0
4.0,0.6,62.0,1306.0,0.0,1.0,1.0,0.0
4.0,0.6,63.0,1319.0,0.0,1.0,0.0,0.0
4.0,0.6,64.0,623.0,0.0,0.0,1.0,1.0
4.0,0.6,65.0,649.0,1.0,1.0,0.0,1.0
4.0,0.6,66.0,607.0,1.0,1.0,0.0,1.0
4.0,0.6,67.0,912.0,0.0,1.0,1.0,0.0
4.0,0.6,68.0,992.0,1.0,1.0,1.0,1.0
4.0,0.6,69.0,704.0,1.0,1.0,0.0,1.0
5.0,0.5,2.0,720.0,1.0,1.0,0.0,1.0
5.0,0.5,3.0,763.0,1.0,1.0,0.0,1.0
5.0,0.5,4.0,654.0,0.0,1.0,1.0,0.0
5.0,0.5,5.0,784.0,0.0,0.0,1.0,1.0
5.0,0.5,6.0,2775.0,0.0,1.0,1.0,0.0
5.0,0.5,7.0,736.0,0.0,1.0,0.0,0.0
5.0,0.5,8.0,705.0,0.0,1.0,0.0,0.0
5.0,0.5,9.0,871.0,1.0,1.0,1.0,1.0
5.0,0.5,10.0,629.0,1.0,1.0,0.0,1.0
5.0,0.5,11.0,667.0,1.0,1.0,0.0,1.0
5.0,0.5,12.0,846.0,0.0,1.0,1.0,0.0
5.0,0.5,13.0,1023.0,1.0,1.0,1.0,1.0
5.0,0.5,14.0,859.0,0.0,1.0,1.0,0.0
5.0,0.5,15.0,1089.0,1.0,1.0,1.0,1.0
5.0,0.5,16.0,760.0,1.0,1.0,0.0,1.0
5.0,0.5,17.0,767.0,0.0,1.0,1.0,0.0
5.0,0.5,18.0,936.0,0.0,1.0,0.0,0.0
5.0,0.5,19.0,816.0,0.0,1.0,0.0,0.0
5.0,0.5,20.0,1008.0,1.0,1.0,1.0,1.0
5.0,0.5,21.0,720.0,1.0,1.0,0.0,1.0
5.0,0.5,22.0,888.0,0.0,1.0,1.0,0.0
5.0,0.5,23.0,761.0,0.0,1.0,0.0,0.0
5.0,0.5,24.0,879.0,0.0,1.0,0.0,0.0
5.0,0.5,25.0,768.0,1.0,1.0,1.0,1.0
5.0,0.5,26.0,961.0,0.0,1.0,1.0,0.0
5.0,0.5,27.0,945.0,0.0,1.0,0.0,0.0
5.0,0.5,28.0,952.0,1.0,1.0,1.0,1.0
5.0,0.5,29.0,668.0,1.0,1.0,0.0,1.0
5.0,0.5,30.0,819.0,0.0,1.0,1.0,0.0
5.0,0.5,31.0,1423.0,0.0,1.0,0.0,0.0
5.0,0.5,32.0,809.0,1.0,1.0,1.0,1.0
5.0,0.5,33.0,632.0,1.0,1.0,0.0,1.0
5.0,0.5,34.0,663.0,1.0,1.0,0.0,1.0
5.0,0.5,35.0,634.0,1.0,1.0,0.0,1.0
5.0,0.5,36.0,823.0,0.0,1.0,1.0,0.0
5.0,0.5,37.0,903.0,1.0,1.0,1.0,1.0
5.0,0.5,38.0,825.0,0.0,1.0,1.0,0.0
5.0,0.5,39.0,944.0,1.0,0.0,0.0,0.0
5.0,0.5,40.0,1378.0,1.0,1.0,1.0,1.0
5.0,0.5,41.0,846.0,0.0,1.0,1.0,0.0
5.0,0.5,42.0,833.0,0.0,1.0,0.0,0.0
5.0,0.5,43.0,840.0,1.0,1.0,1.0,1.0
5.0,0.5,44.0,855.0,0.0,1.0,1.0,0.0
5.0,0.5,45.0,840.0,0.0,1.0,0.0,0.0
5.0,0.5,46.0,1032.0,0.0,1.0,0.0,0.0
5.0,0.5,47.0,736.0,1.0,1.0,1.0,1.0
5.0,0.5,48.0,812.0,1.0,1.0,0.0,1.0
5.0,0.5,49.0,900.0,0.0,1.0,1.0,0.0
5.0,0.5,50.0,785.0,0.0,1.0,0.0,0.0
5.0,0.5,51.0,895.0,1.0,1.0,1.0,1.0
5.0,0.5,52.0,800.0,0.0,1.0,1.0,0.0
5.0,0.5,53.0,1057.0,1.0,1.0,1.0,1.0
5.0,0.5,54.0,863.0,1.0,1.0,0.0,1.0
5.0,0.5,55.0,840.0,1.0,1.0,0.0,1.0
5.0,0.5,56.0,728.0,1.0,1.0,0.0,1.0
